Compound,Label,struct_file_path,gii,est_hubbard_u,est_charge_trans,ewald_energy_per_atom,avg_dev_Electronegativity,range_MendeleevNumber,avg_dev_CovalentRadius,avg_mm_dists,avg_mx_dists,avg_xx_dists
Cr2O3,1,../data/Structures/Insulators/Cr2O3_CollCode_75577.cif,0.010515559,13.89633446,14.37981276,-36.17380617,0.8544,38,35.04,3.345126324,1.988800575,2.83839427
CrO3,1,../data/Structures/Insulators/CrO3_CollCode_16031.cif,0.183148838,65.31100974,-8.805939291,-69.4343089,0.6675,38,27.375,3.31476768,1.662708544,2.935674003
CrPbO3,1,../data/Structures/Insulators/PbCrO3_CollCode_194156.cif,0.360716393,16.70494083,3.644867613,-11.02295117,0.6936,38,36.72,4.0054,2.0027,2.832245501
Cu2Ag2O3,1,../data/Structures/Insulators/Ag2Cu2O3_CollCode_51672.cif,0.163095186,9.542333461,9.864742868,-18.03435629,0.746938776,23,35.51020408,3.29825981,2.073036904,2.747008056
Cu2O,1,../data/Structures/Insulators/Cu2O_CollCode_172174.cif,0.118909676,7.79419907,11.38771188,-11.53923826,0.684444444,23,29.33333333,3.017648899,1.847925007,3.695850013
CuAgO2,1,../data/Structures/Insulators/AgCuO2_CollCode_95089.cif,0.095134743,9.462649593,16.41567808,-26.27827682,0.7625,23,36.25,3.239139997,2.547130961,3.156014561
CuO,1,../data/Structures/Insulators/CuO_CollCode_291387.cif,0.016672101,12.0022263,13.5347904,-24.00093467,0.77,23,33,3.167275567,2.228473661,2.999772903
CuRhO2,1,../data/Structures/Insulators/CuRhO2_CollCode_29214.cif,0.188023195,6.257186992,13.02803257,-26.65448895,0.675,28,35.5,3.075,2.016157307,2.841717787
DyTiO3,1,../data/Structures/Insulators/DyTiO3_SD_0375195.cif,0.231897469,12.02311449,16.89815132,-33.45865605,0.9888,56,52.8,3.837506427,2.008703823,2.892863478
DyVO4,1,../data/Structures/Insulators/DyVO4_CollCode_152693.cif,0.252335988,59.1494563,-4.457934439,-46.47095248,0.895555556,56,47.33333333,3.898230744,1.770020542,3.04266594
Er2O3,1,../data/Structures/Insulators/Er2O3_CollCode_39521.cif,0.134046778,15.8708514,16.29589297,-31.8951346,1.056,52,59.04,3.740996121,2.267043712,3.265202176
Er2Ti2O7,1,../data/Structures/Insulators/Er2Ti2O7_CollCode_252238.cif,0.161388638,51.99013279,11.24361641,-40.33055906,0.948760331,52,50.21487603,3.562773073,1.955143953,3.028223009
ErTiO3,1,../data/Structures/Insulators/ErTiO3_SD_0545946.cif,0.272870791,12.02945104,16.88296262,-33.44103509,0.984,52,52.08,3.843997749,2.009791287,2.89608023
Eu2CuO4,1,../data/Structures/Insulators/Eu2CuO4_CollCode_71183.cif,0.198367468,12.85752777,11.49224902,-28.88409968,0.987755102,62,53.87755102,3.9012,1.9506,2.830959983
Eu2O3,1,../data/Structures/Insulators/Eu2O3_CollCode_96953.cif,0.078873133,14.36657898,12.57661563,-30.86500025,1.0824,62,63.36,3.856958517,2.346923453,3.361389724
EuO,1,../data/Structures/Insulators/EuO_RT_CollCode_53437.cif,0.092461775,9.63963821,14.59939499,-19.57555995,1.1275,62,66,3.635943069,2.571,3.635943069
EuRhO3,1,../data/Structures/Insulators/EuRhO3_CollCode_230643.cif,0.238479084,7.226997486,11.64641237,-33.06364173,0.8196,62,49.92,3.878168664,2.070510484,2.954145971
EuVO4,1,../data/Structures/Insulators/EuVO4_CollCode_81702.cif,0.164652414,59.1997823,-2.1592547,-47.37783374,0.903333333,62,48.66666667,3.952074222,1.708663642,3.031739887
Fe2O3,1,../data/Structures/Insulators/Fe2O3_CollCode_15840.cif,0.018930249,20.01779616,14.07497622,-35.71605501,0.7728,32,31.68,3.395179895,2.030912642,2.881847345
FeO,1,../data/Structures/Insulators/FeO_CollCode_82233.cif,0.083314943,9.744407415,15.96866752,-23.26803728,0.805,32,33,3.058943935,2.163,3.058943935
FeS2,1,../data/Structures/Insulators/FeS2_CollCode_316.cif,0.151885308,10.70017783,12.32765099,-10.04987679,0.333333333,33,12,3.838246319,2.268708177,2.853926557
Gd2CuO4,1,../data/Structures/Insulators/Gd2CuO4_CollCode_65015.cif,0.201875317,12.8488027,11.54674904,-28.97181863,0.982857143,60,53.2244898,3.892,1.946,2.824539728
Gd2Ti2O7,1,../data/Structures/Insulators/Gd2Ti2O7_SD_0308915.cif,0.276581112,52.02392204,12.5227162,-40.29059695,0.958016529,60,51.83471074,3.592809555,1.937399625,3.043908155
Gd2TiO5,1,../data/Structures/Insulators/Gd2TiO5_CollCode_195211.cif,0.156943794,52.19943279,10.96476422,-37.13615642,0.996875,60,55.3125,3.757348,1.897597476,2.977270844
GdTiO3,1,../data/Structures/Insulators/GdTiO3_CollCode_8149.cif,0.06980335,12.06047675,16.10237501,-33.14161626,0.9936,60,53.76,3.876100922,2.038595738,2.924929462
GdVO4,1,../data/Structures/Insulators/GdVO4_CollCode_152692.cif,0.864794877,59.1793246,2.652067089,-49.50491968,0.9,60,48.22222222,3.930008235,1.603853148,3.020207742
HgO,1,../data/Structures/Insulators/HgO_CollCode_14124.cif,0.20184918,11.67017601,9.044078632,-20.87673096,0.72,16,33,3.544133167,2.307416558,3.485547586
Ho2O3,1,../data/Structures/Insulators/Ho2O3_CollCode_80038.cif,0.035302108,15.9056206,15.75336413,-31.57719396,1.0608,54,60.48,3.765225283,2.29397273,3.278288878
HoTiO3,1,../data/Structures/Insulators/HoTiO3_SD_0545947.cif,0.175957706,12.0358311,16.79082727,-33.37959478,0.9864,54,52.8,3.850555863,2.013489568,2.901259587
HoVO4,1,../data/Structures/Insulators/HoVO4_CollCode_78079.cif,0.167750007,59.14447032,-2.139470645,-47.61280777,0.893333333,54,47.33333333,3.892976046,1.707916554,3.044040591
KVO3,1,../data/Structures/Insulators/KVO3_CollCode_1486.cif,0.179319551,58.63344361,3.246802306,-43.98081836,1.0632,84,53.76,3.420420473,1.723875904,3.083042686
La2CoO4,1,../data/Structures/Insulators/La2CoO4_CollCode_16404.cif,0.447730093,12.70560182,19.18363122,-27.58884524,1.01877551,74,55.83673469,3.881309186,1.97360023,2.919435217
La2CuO4,1,../data/Structures/Insulators/La2CuO4_CollCode_71795.cif,0.190430178,12.75925807,14.58551882,-14.33522519,1.015510204,74,56.81632653,3.800029737,2.227146018,0.606660548
La2O3,1,../data/Structures/Insulators/La2O3_CollCode_56771.cif,0.283363664,27.03858404,16.551738,-29.40822457,1.1232,74,67.68,3.856240713,2.533447874,3.059371252
La2RuO5,1,../data/Structures/Insulators/La4Ru2O10_HT_CollCode_170765.cif,0.164093926,10.37865384,8.709237899,-35.59839269,0.925,74,56.5625,3.976325199,2.008909659,2.940900932
La2TiO5,1,../data/Structures/Insulators/La2TiO5_CollCode_195207.cif,0.142969692,52.38041428,9.241817045,-36.1553615,1.028125,74,58.75,3.94358,1.92421071,2.976373686
La2Zr2O7,1,../data/Structures/Insulators/La2Zr2O7_CollCode_51573.cif,0.179907027,42.15839074,15.8066411,-37.60323898,1.029752066,74,57.85123967,3.818270552,2.098659605,3.005704122
LaCrO3,1,../data/Structures/Insulators/LaCrO3_CollCode_50755.cif,0.065991414,14.49313993,13.87517546,-33.097314,0.9888,74,51.36,3.883547309,1.969495664,2.920868288
LaFeO3,1,../data/Structures/Insulators/LaFeO3_CollCode_78062.cif,0.042807324,20.59550647,13.30902823,-32.76428573,0.948,74,49.68,3.930578796,2.006580413,2.950094174
LaMnO3,1,../data/Structures/Insulators/LaMnO3_CollCode_50334.cif,0.086266164,13.86704549,10.56817573,-32.83102388,1.0152,74,51.36,3.918320615,2.01794311,2.950645977
LaRhO3,1,../data/Structures/Insulators/LaRhO3_CollCode_172347.cif,0.101178439,7.302539916,11.96559982,-32.52418281,0.84,74,52.08,3.958710108,2.053106415,2.971776152
LaTiO3,1,../data/Structures/Insulators/LaTiO3_CollCode_8146.cif,0.061213383,12.1344118,16.1806659,-32.53925109,1.0176,74,56.4,3.954808953,2.017912381,2.965797069
LaVO3,1,../data/Structures/Insulators/LaVO3_HT_CollCode_73898.cif,0.020531712,13.73011237,14.74290647,-32.7885831,0.996,74,54.72,3.925977036,2.003490835,2.945394232
LaYbO3,1,../data/Structures/Insulators/LaYbO3_CollCode_189419.cif,0.159087248,27.3168353,17.03888438,-30.81349266,1.0848,74,62.88,4.166728516,2.66385575,3.173281988
LiVO2,1,../data/Structures/Insulators/LiVO2_HT_CollCode_202541.cif,0.070126416,12.45500216,12.69292262,-26.52181586,1.0675,86,37.25,2.9132,2.020985833,2.948230204
Lu2O3,1,../data/Structures/Insulators/Lu2O3_CollCode_428543.cif,0.020425619,20.37706561,18.83109863,-32.38445097,1.0416,46,58.08,3.680389377,2.233436897,3.261985817
LuFeO3,1,../data/Structures/Insulators/LuFeO3_CollCode_27285.cif,0.074530639,20.46783378,13.76654796,-33.97153808,0.9072,46,44.88,3.798211201,2.009800722,2.933741018
MgO,1,../data/Structures/Insulators/MgO_CollCode_9863.cif,0.007986688,60.27926087,18.16337112,-23.8694639,1.065,19,37.5,2.981869296,2.1085,2.981869296
MgTiO3,1,../data/Structures/Insulators/MgTiO3_SD_0546411.cif,0.757625804,51.23480164,4.223162871,-35.56576202,0.9672,44,40.56,3.001785467,2.140177226,2.85439131
Mn2O3,1,../data/Structures/Insulators/Mn2O3_CollCode_9091.cif,0.0730594,13.23714341,11.07444466,-35.87759452,0.9072,35,35.04,3.344977865,2.03250103,2.952125843
MnO,1,../data/Structures/Insulators/MnO_CollCode_9864.cif,0.107772304,13.44767255,15.45152979,-22.64002008,0.945,35,36.5,3.143796749,2.223,3.143796749
MnO2,1,../data/Structures/Insulators/MnO2_CollCode_393.cif,0.221238833,16.91995781,6.822053996,-48.9215613,0.84,35,32.44444444,3.364371039,1.885680811,2.753002495
MoO3,1,../data/Structures/Insulators/MoO3_CollCode_35076.cif,0.068682204,52.84829616,9.639019034,-65.71726999,0.48,37,33,3.63383082,1.980692144,2.885498944
MoS2,1,../data/Structures/Insulators/MoS2_CollCode_38401.cif,0.175442525,9.538784586,4.926845435,-30.99216707,0.186666667,38,21.77777778,3.166,2.414028927,3.306743878
Nd2CuO4,1,../data/Structures/Insulators/Nd2CuO4_CollCode_75824.cif,0.119790302,12.89723132,11.07205135,-28.46318725,1.00244898,68,54.85714286,3.94362,1.97181,2.872240296
Nd2O3,1,../data/Structures/Insulators/Nd2O3_CollCode_32514.cif,0.252860671,14.67755257,14.91194837,-30.22444295,1.104,68,64.8,3.757298762,2.467262736,2.981140921
Nd2TiO5,1,../data/Structures/Insulators/Nd2TiO5_CollCode_195209.cif,0.136063245,52.28669424,10.29551382,-36.76156218,1.015625,68,56.875,3.844894,1.900559517,2.945304623
NdFeO3,1,../data/Structures/Insulators/NdFeO3_CollCode_27275.cif,0.048107166,20.56035382,13.43864253,-33.09820354,0.9384,68,48.24,3.893221813,2.010605794,2.922876476
NdMnO3,1,../data/Structures/Insulators/NdMnO3_CollCode_153214.cif,0.098783693,13.86486594,10.75817422,-33.14001562,1.0056,68,49.92,3.915998103,2.02855639,2.945364051
NdRhO3,1,../data/Structures/Insulators/NdRhO3_CollCode_172355.cif,0.11594693,7.258079719,12.13585542,-32.8680908,0.8304,68,50.64,3.910907597,2.052184253,2.946459627
NiO,1,../data/Structures/Insulators/NiO_CollCode_9866.cif,0.001690992,12.1440164,15.41167795,-24.09227603,0.765,26,29,2.954292132,2.089,2.954292132
NiO2,1,../data/Structures/Insulators/NiO2_CollCode_78698.cif,0.369504164,16.06124207,-1.862887257,-45.50797792,0.68,26,25.77777778,2.83527,1.920911144,2.880894902
NiS,1,../data/Structures/Insulators/NiS_HT_FINDSYM_CollCode_42492.cif,0.042407424,11.63652355,21.95593647,-20.70626543,0.335,27,9.5,2.6757,2.394416291,3.332080017
P3Ir,1,../data/Structures/Insulators/IrP3_CollCode_23713.cif,0,64.83115991,-12.13030129,0,0.00375,23,12.75,4.00755,2.344611844,2.841809993
P3Rh,1,../data/Structures/Insulators/RhP3_CollCode_23712.cif,0,17.81570895,14.19784299,0,0.03375,24,13.125,3.99755,2.340756928,2.886714005
PbO,1,../data/Structures/Insulators/PbO_CollCode_62842.cif,0.035759064,13.12651276,8.692741462,-18.83356095,0.555,6,40,3.811157085,2.311482356,2.810325191
PbTiO3,1,../data/Structures/Insulators/PbTiO3_CollCode_61168.cif,0.162532411,52.34150453,10.0927255,-36.14509479,0.7224,44,41.76,3.902,1.926698597,2.803707724
PdO,1,../data/Structures/Insulators/PdO_CollCode26598.cif,0.271719011,9.175501603,11.83859621,-23.0699255,0.62,25,36.5,3.329785025,2.010561178,2.8375
Pr2CuO4,1,../data/Structures/Insulators/PrCu2O4_CollCode_91071.cif,0.231437937,12.91316099,10.98011173,-28.26566127,1.005714286,70,55.51020408,3.9609,1.98045,2.8871445
Pr2O3,1,../data/Structures/Insulators/Pr2O3_HT_CollCode_75481.cif,0.348396925,13.54894895,15.31059443,-30.04787406,1.1088,70,65.76,3.781072124,2.485855711,3.284771655
Pr2TiO5,1,../data/Structures/Insulators/Pr2TiO5_CollCode_195208.cif,0.185873732,52.3123348,9.729341619,-36.49443491,1.01875,70,57.5,3.871399,1.920536152,2.956333188
PrMnO3,1,../data/Structures/Insulators/PrMnO3_CollCode_97081.cif,0.12150715,13.868786,10.82576287,-33.08486841,1.008,70,50.4,3.920177258,2.023905036,2.946448863
PrO2,1,../data/Structures/Insulators/PrO2_CollCode_77653.cif,0.21064744,14.77226033,9.293078008,-41.43672787,1.026666667,70,60.88888889,3.812719764,2.334804489,2.696
PrRhO3,1,../data/Structures/Insulators/PrRhO3_CollCode_172354.cif,0.17922443,7.270330171,12.10123249,-32.78463928,0.8328,70,51.12,3.923963373,2.053637911,2.953537465
PtO2,1,../data/Structures/Insulators/PtO2_CollCode_202407.cif,0.329996674,8.895195101,11.33006588,-46.16696699,0.515555556,24,31.11111111,3.507998639,1.998629916,2.814947707
Rh2O3,1,../data/Structures/Insulators/Rh2O3_CollCode_108941.cif,0.107451374,6.255539463,12.94444751,-35.26329806,0.5568,28,36.48,3.07391852,2.040895486,2.818668435
Rh7(PbO5)3,1,../data/Structures/Insulators/Pb3Rh7O15_CollCode_420582.cif,0.191645957,16.58232911,0.436427598,-35.01956372,0.5496,28,37.056,3.25955698,2.018897938,2.891440774
Sc2O3,1,../data/Structures/Insulators/Sc2O3_CollCode_169172.cif,0.060547342,44.61150302,17.55885657,-34.115684,0.9984,76,49.92,3.494162558,2.119195064,3.093455877
Sm2CuO4,1,../data/Structures/Insulators/Sm2CuO4_CollCode_261377.cif,0.2021013,12.87002169,11.38391685,-28.74656946,0.992653061,64,53.87755102,3.91445,1.957225,2.843014426
Sm2O3,1,../data/Structures/Insulators/Sm2O3_FINDSYM_CollCode_261888.cif,0.163367455,14.28040264,14.52469476,-30.44239468,1.0896,64,63.36,3.779835147,2.46931029,3.128527315
Sm2TiO5,1,../data/Structures/Insulators/Sm2TiO5_CollCode_195210.cif,0.159164329,52.23937254,10.490717,-36.92071789,1.00625,64,55.9375,3.796918,1.905911262,2.993658491
SmFeO3,1,../data/Structures/Insulators/SmFeO3_CollCode_291099.cif,0.184201071,20.53922661,14.22428326,-33.28702257,0.9312,64,47.52,3.871109472,2.012309499,2.908502129
SmRhO3,1,../data/Structures/Insulators/SmRhO3_CollCode_172356.cif,0.147528265,7.235653954,12.14926492,-33.02215997,0.8232,64,49.92,3.887231328,2.05218668,2.935470283
SmVO3,1,../data/Structures/Insulators/SmVO3_SD_0314349.cif,0.117798533,13.66692868,14.81508861,-33.35028422,0.9792,64,52.56,3.859490938,2.015252901,2.904785731
SmVO4,1,../data/Structures/Insulators/SmVO4_CollCode_152691.cif,0.906796617,59.2053197,2.854816179,-49.54268937,0.906666667,64,48.66666667,3.958089631,1.598446464,3.042176475
SnO,1,../data/Structures/Insulators/SnO_CollCode_15516.cif,0.090250729,11.93131135,10.2520353,-19.54371969,0.74,7,36.5,3.653232664,2.2186612,2.686015819
SnO2,1,../data/Structures/Insulators/SnO2_CollCode_9163.cif,0.057472129,32.40850484,11.9922476,-44.96798678,0.657777778,7,32.44444444,3.709820422,2.054672104,2.798855532
Sr0.668La3.332Ni2O8,1,../data/Structures/Insulators/La167Sr33Ni100O400_CollCode_95582.cif,0.361544509,14.14712688,14.7302975,-28.04920444,1.022057143,79,54.85583673,3.822647,2.010926864,2.968657029
Sr0.66La3.34Mn4O12,1,../data/Structures/Insulators/La0.835Sr0.165MnO3_LT_CollCode_56755.cif,0.1390382,14.44527231,-1.831783415,-25.93182355,1.02114,79,50.8848,3.891484206,1.966146797,2.929880787
Sr1Ti0.5Fe0.5O3,1,../data/Structures/Insulators/Sr2FeTiO6_CollCode_184373.cif,0.187785289,16.39782939,-0.46913858,-36.56072741,1.0188,79,50.16,3.90005,1.950025,2.757751802
Sr2.4La1.6Mn4O12,1,../data/Structures/Insulators/La0.4Sr0.6MnO3_HT_CollCode_236944.cif,0.151943519,16.00069976,7.257440483,-35.18374871,1.0368,79,49.632,3.854192632,1.927404416,2.804882495
Sr2CrO4,1,../data/Structures/Insulators/Sr2CrO4_CollCode_245595.cif,0.322326048,16.54588732,6.10957228,-31.57012097,1.103673469,79,54.04081633,3.8357,1.96612706,2.964638265
Sr2CrOsO6,1,../data/Structures/Insulators/Sr2CrOsO6_SD_1902477.cif,1.268783318,12.50252802,16.6463986,-39.20712386,0.96,79,49.08,5.543717165,1.69344,2.840194295
Sr2FeIrO6,1,../data/Structures/Insulators/Sr2FeIrO6_CollCode_4821.cif,0.267794171,11.33307625,-23.05567157,-36.64800217,0.9396,79,47.88,3.926901939,1.974585982,2.89322362
Sr2FeOsO6,1,../data/Structures/Insulators/Sr2FeOsO6_CollCode_188946.cif,0.767899841,10.34010954,11.48080113,-36.21561052,0.9396,79,48.24,3.934448356,1.971261834,2.851710443
Sr2IrO4,1,../data/Structures/Insulators/Sr2IrO4_CollCode_41611.cif,0.339491911,13.29445733,13.22307832,-30.95003278,1.015510204,79,54.36734694,3.885976027,2.034406007,3.007406166
Sr2La2Fe2O7.84,1,../data/Structures/Insulators/LaSrFeO4_CollCode_188895.cif,0.186926638,18.96987332,14.18060474,-27.39937075,1.05436199,79,55.01019078,3.8709,2.00650626,2.984308207
Sr2MnO4,1,../data/Structures/Insulators/Sr2MnO4_CollCode_50794.cif,0.251895076,17.412811,4.931576952,-32.19408709,1.121632653,79,54.04081633,3.8022,1.918388,2.928177807
Sr2NbFeO6,1,../data/Structures/Insulators/Sr2FeNbO6_RoomT_Perovskite_CollCode_8409.cif,0.251405093,20.63714316,37.3524945,-35.83303229,1.0116,79,50.64,3.975764546,1.993922015,2.884939111
Sr2SnO4,1,../data/Structures/Insulators/Sr2SnO4_CollCode_150387.cif,0.272823464,32.73885362,11.58947915,-30.52576339,1.054693878,79,54.04081633,4.05493,2.040142934,3.068035671
Sr2TiO4,1,../data/Structures/Insulators/Sr2TiO4_CollCode_194713.cif,0.214121441,52.3268441,11.58338819,-31.6271381,1.123265306,79,57.46938776,3.88656,1.955629,2.976378633
Sr2VO4,1,../data/Structures/Insulators/Sr2VO4_CollCode_71450.cif,0.246504632,14.81980924,8.815960501,-31.88286015,1.108571429,79,56.32653061,3.837,1.940548367,2.950140132
Sr3Ir2O7,1,../data/Structures/Insulators/Sr3Ir2O7_SD_1719537.cif,0.229543089,13.38435751,13.26335827,-33.17302811,0.967361111,79,52.20833333,3.982597848,1.999741317,2.922326049
Sr3WO6,1,../data/Structures/Insulators/Sr3WO6_CollCode_247338.cif,0.234132231,54.77734557,6.223374402,-38.61968828,1.026,79,57.96,5.847206911,1.930128513,2.926170825
Sr3Zr2O7,1,../data/Structures/Insulators/Sr3Zr2O7_CollCode_12979.cif,0.177626021,42.44218459,16.25401085,-31.9433028,1.136527778,79,58.81944444,4.128984693,2.088737989,3.122331001
Sr4.002La1.998Fe6O17.874,1,../data/Structures/Insulators/LaSr2Fe3O9_CollCode_68856.cif,0.132193603,17.91290796,5.042384732,-34.73985117,0.973367029,79,47.82561827,3.871266985,1.938430206,2.986787437
Sr8Fe8O22.45104,1,../data/Structures/Insulators/SrFeO2.8_CollCode_154931.cif,0.134510038,18.06711847,1.969969445,-31.27375045,0.996148583,79,47.37779844,3.901835,1.9509175,2.759013988
SrCeO3,1,../data/Structures/Insulators/SrCeO3_CollCode_71352.cif,0.401836356,25.29036601,9.504710828,-32.51721667,1.1544,79,64.08,4.293745241,2.250293893,3.239013539
SrLaCoO4,1,../data/Structures/Insulators/LaSrCoO4_CollCode_415838.cif,0.341480355,13.98788406,12.35658879,-29.18750312,1.043265306,79,53.87755102,3.8073,1.95450004,2.934066777
SrLaCrO4,1,../data/Structures/Insulators/LaSrCrO4_CollCode_167421.cif,0.182336406,14.45791448,14.50721534,-29.01026575,1.079183673,79,56,3.847,1.957387333,2.951245297
SrLaVO4,1,../data/Structures/Insulators/LaSrVO4_CollCode_80489.cif,0.181415228,13.68932629,15.2635682,-28.65414836,1.084081633,79,58.28571429,3.8828,2.005449,2.987397917
SrMnO3,1,../data/Structures/Insulators/SrMnO3_Cubic_CollCode_236949.cif,0.289545716,17.41470256,4.798499876,-37.48289082,1.0512,79,48.48,3.8041,1.90205,2.689904906
SrMoO4,1,../data/Structures/Insulators/SrMoO4_CollCode_193794.cif,0.275514932,53.2422307,2.39934142,-51.81171428,0.837777778,79,48.22222222,4.034951596,1.732430794,2.948999607
SrO,1,../data/Structures/Insulators/SrO_CollCode_163625.cif,0.281714422,27.90771635,14.68353248,-19.50228416,1.245,79,64.5,3.649604372,2.58066,3.649604372
SrPrO3,1,../data/Structures/Insulators/SrPrO3_CollCode_84882.cif,0.215923367,15.18189395,7.287515917,-32.4942007,1.152,79,63.84,4.276565631,2.257315466,3.223873647
SrSnO3,1,../data/Structures/Insulators/SrSnO3_CollCode_90846.cif,0.036172729,32.72010802,10.8667579,-35.10732982,0.9528,79,48.48,4.033637451,2.048630838,3.027017597
SrTiO3,1,../data/Structures/Insulators/SrTiO3_CollCode_23076.cif,0.101257731,52.3443396,11.0949076,-36.51438283,1.0536,79,53.52,3.905,1.9525,2.761251981
SrWO4,1,../data/Structures/Insulators/SrWO4_CollCode_291536.cif,3.12172975,53.67509678,-8.800676069,-43.46790125,0.793333333,79,50,4.039282164,2.540477742,3.039606579
SrZrO3,1,../data/Structures/Insulators/SrZrO3_CollCode_173398.cif,0.100595443,42.41755667,16.03992679,-34.42895256,1.104,79,57.12,4.10003085,2.092947975,3.084991434
Tb2TiO5,1,../data/Structures/Insulators/Tb2TiO5_CollCode_195212.cif,0.191234823,52.17565955,11.44054093,-37.45706804,0.99375,58,54.6875,3.734184,1.879746015,3.013912543
TbRhO3,1,../data/Structures/Insulators/TbRhO3_CollCode_172358.cif,0.095813957,7.202445802,12.25572635,-33.27741365,0.8136,58,48.96,3.852693296,2.049453142,2.919483646
TbTiO3,1,../data/Structures/Insulators/TbTiO3_SD_0545949.cif,0.179903471,12.05444383,16.51233997,-33.21144604,0.9912,58,53.28,3.869816563,2.023673672,2.915726602
TiO2,1,../data/Structures/Insulators/TiO2_CollCode_33837.cif,0.111110436,51.99623536,12.31097089,-47.08149371,0.844444444,44,41.77777778,3.568160653,1.963894394,2.695991745
Tm2O3,1,../data/Structures/Insulators/Tm2O3_CollCode_78582.cif,0.074825992,14.86802807,15.7891712,-32.17412249,1.0512,50,59.52,3.709364793,2.247085277,3.289309922
TmTiO3,1,../data/Structures/Insulators/TmTiO3_SD_0545945.cif,0.226568386,12.02160041,16.99795275,-33.51860043,0.9816,50,52.32,3.835958607,2.005143389,2.889630661
U(FeP3)4,1,../data/Structures/Insulators/UFe4P12_CollCode_79926.cif,0.263797338,12.36002454,20.14822265,-100.7217264,0.186851211,63,15.69550173,3.8855,2.23557624,2.823718529
UO3,1,../data/Structures/Insulators/UO3_CollCode_23647.cif,0.092752488,23.41744943,6.108510996,-61.06433523,0.7725,67,48.75,4.019384994,2.117889673,3.084992889
V2O5,1,../data/Structures/Insulators/V2O5_CollCode_59961.cif,0.138963288,58.55539575,6.964294343,-57.60106698,0.73877551,41,35.51020408,3.358163161,1.928648453,2.816662404
WO3,1,../data/Structures/Insulators/WO3_CollCode_1620.cif,0.235324733,53.42178249,10.25007099,-67.59644788,0.405,36,36,3.771301648,1.928681276,2.821072245
Y2Ir2O7,1,../data/Structures/Insulators/Y2Ir2O7_CollCode_187534.cif,0.280864291,12.96980342,13.34968023,-39.97853571,0.800661157,75,46.04958678,3.572939855,1.983836484,2.823650256
Y3Fe5O12,1,../data/Structures/Insulators/Y3Fe5O12_CollCode_88504.cif,0.074151817,20.22343241,12.22686086,-34.23818302,0.8826,75,42.12,3.568184568,1.940802271,3.040311617
YFeO3,1,../data/Structures/Insulators/YFeO3_CollCode_230817.cif,0.117806302,20.49360844,14.0229117,-33.72707458,0.9192,75,45.6,3.824210512,2.0186567,2.883706456
YVO3,1,../data/Structures/Insulators/YVO3_CollCode_95577.cif,0.075968612,13.61842527,15.02798144,-33.72246745,0.9672,75,50.64,3.809960647,2.008211278,2.877629604
Yb2O3,1,../data/Structures/Insulators/Yb2O3_CollCode_39179.cif,0.146833415,14.66938027,14.40930932,-32.19371762,1.0464,48,58.08,3.703975959,2.246729287,3.28319708
YbO,1,../data/Structures/Insulators/YbO_CollCode_77710.cif,0.219499322,8.698260289,15.48321715,-20.63923094,1.09,48,60.5,3.448559772,2.4385,3.448559772
ZnO,1,../data/Structures/Insulators/ZnO_Wurtzite_CollCode_34477.cif,0.056090275,17.27675068,14.83056467,-23.88248621,0.895,18,28,3.212659114,1.983828507,3.212659114
ZnS,1,../data/Structures/Insulators/ZnS_CollCode_67453.cif,0.024975306,17.9993644,20.96297804,-20.17233368,0.465,19,8.5,3.830157031,2.344303465,3.830157031
BaVS3,2,../data/Structures/MIT_materials/HighT/BaVS3_HT_CollCode_8193.cif,0.160543969,13.44529991,2.573898856,-27.69137071,0.6336,79,37.92,2.8084,2.396987462,3.383043667
Ca1.2La2.8Mn4O12,2,../data/Structures/MIT_materials/HighT/La0.7Ca0.3MnO3_CollCode_88398.cif,0.129472529,14.91559756,8.843086199,-33.94902317,1.0224,80,49.128,3.866921036,1.962424077,2.906344385
Ca2RuO4,2,../data/Structures/MIT_materials/HighT/Ca2RuO4_HT_CollCode_94244.cif,0.216198949,10.19762837,9.365786937,-31.99623454,0.999183673,80,48.97959184,3.78701805,1.980033243,2.953707733
Ca4Mn3O10,2,../data/Structures/MIT_materials/HighT/Ca4Mn3O10_CollCode_86648.cif,0.588032539,17.32655676,2.841627625,-35.25051486,1.067820069,80,45.60553633,3.717532205,1.964896559,2.758927983
CaFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/CaCu3Fe4O12_CollCode_259139.cif,0.171899341,12.6018352,17.74524308,-38.07643111,0.81,80,34.32,3.64846,2.322519757,2.741580504
CaFeO3,2,../data/Structures/MIT_materials/HighT/CaFeO3_HT_CollCode_92330.cif,0.14843155,16.27115196,0.654902384,-37.50379807,0.972,80,42.24,3.770678973,1.918708025,2.831353564
Cd2Os2O7,2,../data/Structures/MIT_materials/HighT/Cd2Os2O7_RoomT_CollCode_155773.cif,0.205911495,11.09549284,8.724150244,-44.34661328,0.691900826,30,36.09917355,3.595860721,1.934394708,3.045249379
Cu(IrS2)2,2,../data/Structures/MIT_materials/HighT/CuIr2S4_HT_CollCode_75531.cif,2.103966192,7.864049328,20.48844293,-27.58279874,0.235102041,28,16.16326531,3.481581659,2.367475528,3.484364699
DyCoO3,2,../data/Structures/MIT_materials/HighT/DyCoO3_CollCode_172047.cif,0.144609207,13.89920076,12.76428675,-34.57929836,0.9072,56,44.64,3.720071517,1.932708822,2.795227339
