Compound,Label,struct_file_path,range_MendeleevNumber,mean_MendeleevNumber,avg_dev_MendeleevNumber,maximum_AtomicWeight,range_AtomicWeight,mean_AtomicWeight,avg_dev_AtomicWeight,maximum_MeltingT,range_MeltingT,mean_MeltingT,avg_dev_MeltingT,range_Column,mean_Column,avg_dev_Column,mode_Column,maximum_Row,range_Row,mean_Row,avg_dev_Row,maximum_CovalentRadius,range_CovalentRadius,mean_CovalentRadius,avg_dev_CovalentRadius,mode_CovalentRadius,minimum_Electronegativity,maximum_Electronegativity,range_Electronegativity,mean_Electronegativity,avg_dev_Electronegativity,mode_Electronegativity,avg_dev_NsValence,mode_NsValence,range_NpValence,mean_NpValence,avg_dev_NpValence,mode_NpValence,minimum_NdValence,range_NdValence,mean_NdValence,avg_dev_NdValence,range_NfValence,avg_dev_NfValence,minimum_NValence,maximum_NValence,range_NValence,mean_NValence,avg_dev_NValence,mode_NValence,avg_dev_NsUnfilled,mode_NsUnfilled,minimum_NpUnfilled,maximum_NpUnfilled,range_NpUnfilled,mean_NpUnfilled,avg_dev_NpUnfilled,mode_NpUnfilled,range_NdUnfilled,avg_dev_NdUnfilled,range_NfUnfilled,avg_dev_NfUnfilled,minimum_NUnfilled,range_NUnfilled,mean_NUnfilled,avg_dev_NUnfilled,mode_NUnfilled,minimum_GSvolume_pa,range_GSvolume_pa,mean_GSvolume_pa,avg_dev_GSvolume_pa,mode_GSvolume_pa,avg_dev_GSbandgap,mode_GSbandgap,avg_dev_GSmagmom,maximum_SpaceGroupNumber,mean_SpaceGroupNumber,avg_dev_SpaceGroupNumber,mode_SpaceGroupNumber,minimum_oxidation_state,maximum_oxidation_state,range_oxidation_state,std_dev_oxidation_state,ewald_energy_per_atom,mean_absolute_deviation_in_relative_bond_length,max_relative_bond_length,min_relative_bond_length,minimum_neighbor_distance_variation,maximum_neighbor_distance_variation,range_neighbor_distance_variation,mean_neighbor_distance_variation,avg_dev_neighbor_distance_variation,mean_absolute_deviation_in_relative_cell_size,gii,struct_ordered,struct_disordered,avg_mm_dists,max_mx_dists,min_mx_dists,avg_mx_dists,max_xx_dists,min_xx_dists,avg_xx_dists,v_m,v_x,iv_p1,est_hubbard_u,est_charge_trans,volume_per_site
AgF2,1,../data/Structures/Insulators/AgF2_CollCode_66014.cif,28,83.66666667,12.44444444,107.8682,88.8697968,48.6216688,39.49768747,1234.93,1181.43,447.31,525.08,6,15,2.666666667,17,5,3,3,1.333333333,145,88,86.33333333,39.11111111,57,1.93,3.98,2.05,3.296666667,0.911111111,3.98,0.444444444,2,5,3.333333333,2.222222222,5,0,10,3.333333333,4.444444444,0,0,7,11,4,8.333333333,1.777777778,7,0.444444444,0,0,1,1,0.666666667,0.444444444,1,0,0,0,0,1,0,1,0,1,9.7075,6.6225,11.915,2.943333333,9.7075,0.875555556,1.97,0,225,85,93.33333333,15,-1,2,3,2.121320344,-10.52104164,0.068185197,1.051138898,0.897722204,0.123011081,0.141586537,0.018575455,0.135394718,0.008255758,0.118940198,0.064779796,1,0,3.893517989,2.58797784,2.085637463,2.253357753,3.696053248,2.862835352,3.195509186,-20.26988146,11.29302972,34.8,9.617235169,0.288811211,13.80118398
Al2O3,1,../data/Structures/Insulators/Al2O3_CollCode_31545.cif,14,81.4,6.72,26.9815386,10.9821386,20.39225544,5.271426528,933.47,878.67,406.268,421.7616,3,14.8,1.44,16,3,1,2.4,0.48,121,55,88,26.4,66,1.61,3.44,1.83,2.708,0.8784,3.44,0,2,3,2.8,1.44,4,0,0,0,0,0,0,3,6,3,4.8,1.44,6,0,0,2,5,3,3.2,1.44,2,0,0,0,0,2,3,3.2,1.44,2,9.105,7.375,12.055,3.54,9.105,0,0,0,225,97.2,102.24,12,-2,3,5,3.535533906,-37.74301246,0.031015019,1.035975228,0.927847765,0.000351455,0.050183646,0.049832191,0.032897898,0.020975201,0.060536347,0.054228567,1,0,3.209199253,1.974369129,1.856188895,1.915279012,2.868265689,2.527926491,2.724010126,-36.54849566,26.35688963,119.9924,87.05776643,19.22862322,8.523150058
AlV2O4,1,../data/Structures/Insulators/AlV2O4_CollCode_60413.cif,41,73.28571429,15.67346939,50.9415,34.9421,27.55173409,13.36558052,2183,2128.2,788.3814286,838.3787755,11,12.42857143,4.244897959,16,4,2,2.714285714,0.816326531,153,87,98.71428571,37.3877551,66,1.61,3.44,1.83,2.661428571,0.889795918,3.44,0,2,4,2.428571429,1.795918367,4,0,3,0.857142857,1.224489796,0,0,3,6,3,5.285714286,0.816326531,6,0,0,0,5,5,1.857142857,1.06122449,2,7,2.857142857,0,0,2,5,3.857142857,2.12244898,2,9.105,7.375,11.27428571,2.479183673,9.105,0,0,0,229,104.4285714,105.6326531,12,-2,3,5,2.977694858,-32.83147909,0.059111884,1.051722898,0.90518687,0,0.187272847,0.187272847,0.129136275,0.073792157,0.095998437,0.163291657,1,0,2.896309376,2.039840899,2.039840899,2.039840899,2.919479851,2.873138901,2.896332546,-29.2221266,25.32212493,38.01005,11.06577629,17.80168302,9.817068105
As3Ir,1,../data/Structures/Insulators/IrAs3_CollCode_34046.cif,24,78,9,192.217,117.2954,104.24545,43.985775,2739,1649,1502.25,618.375,6,13.5,2.25,15,6,2,4.5,0.75,141,22,124.5,8.25,119,2.18,2.2,0.02,2.185,0.0075,2.18,0,2,3,2.25,1.125,3,7,3,9.25,1.125,14,5.25,15,23,8,17,3,15,0,0,0,3,3,2.25,1.125,3,3,1.125,0,0,3,0,3,0,3,14.21,7.965,20.18375,2.986875,22.175,0,0,0,225,180.75,22.125,166,-3,3,6,3.794733192,0,0.052354281,1.034902854,0.895291438,6.06877E-17,0.153994226,0.153994226,0.11549567,0.057747835,0.110912613,0,1,0,4.23365,2.439206343,2.439206343,2.439206343,3.268246839,2.46229084,3.01906963,-65.69188544,25.7614866,178.41,65.1089686,19.39075876,18.97076584
As3Rh,1,../data/Structures/Insulators/RhAs3_CollCode_34052.cif,25,77.75,9.375,102.9055,27.9839,81.917575,10.4939625,2237,1147,1376.75,430.125,6,13.5,2.25,15,5,1,4.25,0.375,142,23,124.75,8.625,119,2.18,2.28,0.1,2.205,0.0375,2.18,0.375,2,3,2.25,1.125,3,8,2,9.5,0.75,0,0,9,15,6,13.5,2.25,15,0.375,0,0,3,3,2.25,1.125,3,2,0.75,0,0,3,0,3,0,3,13.64,8.535,20.04125,3.200625,22.175,0,0,0,225,180.75,22.125,166,-3,3,6,3.794733192,0,0.05224908,1.03483272,0.89550184,3.0401E-17,0.153631394,0.153631394,0.115223546,0.057611773,0.110338014,0,1,0,4.22535,2.434618657,2.434618657,2.434618657,3.255805215,2.46591426,3.00884625,-58.66644179,23.48135816,132.3369864,48.64534152,17.23244363,18.85940883
Au2O3,1,../data/Structures/Insulators/Au2O3_CollCode_8014.cif,21,78.6,10.08,196.966569,180.967169,88.3862676,86.86424112,1337.33,1282.53,567.812,615.6144,5,14,2.4,16,6,4,3.6,1.92,136,70,94,33.6,66,2.54,3.44,0.9,3.08,0.432,3.44,0.48,2,4,2.4,1.92,4,0,10,4,4.8,14,6.72,6,25,19,13.6,9.12,6,0.48,0,0,2,2,1.2,0.96,2,0,0,0,0,1,1,1.6,0.48,2,9.105,7.595,12.143,3.6456,9.105,0,0,0,225,97.2,102.24,12,-2,5,7,3.683941988,-33.38976958,0.047452561,1.072457628,0.940684299,0.1659395,0.18338947,0.01744997,0.178331649,0.00495686,0.081315717,0.111325259,1,0,3.331783024,2.903863716,1.92919966,2.191840241,3.228669461,2.732417617,2.927423659,-32.39798799,23.67119403,45,10.67809491,11.78870381,12.94749684
Ba2TiO4,1,../data/Structures/Insulators/Ba2TiO4_CollCode_29389.cif,78,58.42857143,32.65306122,137.327,121.3276,55.21694286,46.92003265,1941,1886.2,594.3142857,616.5877551,14,10.28571429,6.530612245,16,6,4,3.428571429,1.632653061,215,149,122,64,66,0.89,3.44,2.55,2.44,1.142857143,3.44,0,2,4,2.285714286,1.959183673,4,0,2,0.285714286,0.489795918,0,0,2,6,4,4.571428571,1.632653061,6,0,0,0,2,2,1.142857143,0.979591837,2,8,1.959183673,0,0,0,8,2.285714286,1.632653061,2,9.105,54.485,25.75571429,21.61959184,9.105,0,0,5.51837E-06,229,100,100.5714286,12,-2,4,6,3.16227766,-30.58060615,0.083415316,1.111246361,0.703591071,0.039983984,0.18793147,0.147947486,0.127439128,0.032976528,0.127189761,0.148398804,1,0,5.175454521,1.836035823,1.788441291,1.813600521,3.823591649,2.866667748,3.304933954,-43.26824455,23.01801487,99.299,53.24953331,7.368459859,17.5877296
BaCoS2,1,../data/Structures/Insulators/BaCoS2_CollCode_246938.cif,79,60.75,27.25,137.327,105.262,65.09754875,36.11472563,1768,1379.64,886.18,497.82,14,10.75,5.25,16,6,3,4,1,215,110,137.75,38.625,105,0.89,2.58,1.69,1.9825,0.5975,2.58,0,2,4,2,2,4,0,7,1.75,2.625,0,0,2,9,7,5.75,1.875,6,0,0,0,2,2,1,1,2,3,1.125,0,0,0,3,1.75,0.875,2,10.245,53.345,31.3521875,16.11890625,25.786875,1.101,2.202,0.5806767,229,140.75,70.75,70,-2,2,4,2.529822128,-18.01334826,0.099803818,1.115416862,0.853725569,0.045592625,0.176998919,0.131406294,0.110857713,0.036016856,0.249545327,0.338819025,1,0,3.613249947,2.441633225,2.25894496,2.371241691,3.864181659,3.220114127,3.711307315,-20.68325819,19.47941891,33.5,12.43036504,21.73164098,23.31379413
BaO,1,../data/Structures/Insulators/BaO_CollCode_26961.cif,78,48,39,137.327,121.3276,76.6632,60.6638,1000,945.2,527.4,472.6,14,9,7,2,6,4,4,2,215,149,140.5,74.5,66,0.89,3.44,2.55,2.165,1.275,0.89,0,2,4,2,2,0,0,0,0,0,0,0,2,6,4,4,2,2,0,0,0,2,2,1,1,0,0,0,0,0,0,2,1,1,0,9.105,54.485,36.3475,27.2425,9.105,0,0,0,229,120.5,108.5,12,-2,2,4,2.828427125,-18.2449754,1.11022E-16,1,1,0,1.60989E-16,1.60989E-16,9.72644E-17,7.29483E-17,1.26941E-16,0.331325265,1,0,3.901108112,2.7585,2.7585,2.7585,3.901108112,3.901108112,3.901108112,-18.24492341,18.24492341,35.8438,22.14880483,13.55510332,20.99031543
BaPrO3,1,../data/Structures/Insulators/BaPrO3_CollCode_163752.cif,78,57.4,35.52,140.90765,124.90825,65.24657,59.096604,1204,1149.2,473.68,502.656,14,10.6,6.48,16,6,4,3.6,1.92,215,149,123.2,68.64,66,0.89,3.44,2.55,2.468,1.1664,3.44,0,2,4,2.4,1.92,4,0,0,0,0,3,0.96,2,6,4,5,1.2,6,0,0,0,2,2,1.2,0.96,2,0,0,11,3.52,0,11,3.4,3.04,2,9.105,54.485,25.316,19.4532,9.105,0,0,0,229,91.8,95.76,12,-2,4,6,3.380617019,-32.37008663,0.077816618,1.084964816,0.805458454,0.002533328,0.138410626,0.135877297,0.094515891,0.045525673,0.137230606,0.209088781,1,0,4.371117416,2.229137198,2.21611213,2.223413863,4.050748712,3.11605634,3.288564474,-39.87509161,21.21977787,57.53,15.25472793,7.926683861,16.7346807
BaSnO3,1,../data/Structures/Insulators/BaSnO3_CollCode_188149.cif,78,70,24.4,137.327,121.3276,60.80704,53.769168,1000,945.2,333.896,334.9152,14,12.8,4.32,16,6,4,3.4,1.68,215,149,110.4,53.28,66,0.89,3.44,2.55,2.634,0.9672,3.44,0,2,4,2.8,1.44,4,0,10,2,3.2,0,0,2,14,12,6.8,2.88,6,0,0,0,4,4,2,0.8,2,0,0,0,0,0,4,2,0.8,2,9.105,54.485,24.838,18.8796,9.105,0,0,0,229,81.2,83.04,12,-2,4,6,3.380617019,-34.63580085,0.084157582,1.116671577,0.789606045,1.90693E-16,0.12240775,0.12240775,0.07344465,0.05875572,0.15,0.105303368,1,0,4.1168,2.0584,2.0584,2.0584,2.911017197,2.911017197,2.911017197,-43.29361434,22.58132481,77.03,32.7922226,10.42856836,13.95434006
BaTiO3,1,../data/Structures/Insulators/BaTiO3_CollCode_67519.cif,78,62.6,29.28,137.327,121.3276,46.63844,36.766848,1941,1886.2,621.08,679.536,14,10.8,6.24,16,6,4,3.2,1.44,215,149,114.6,58.32,66,0.89,3.44,2.55,2.55,1.068,3.44,0,2,4,2.4,1.92,4,0,2,0.4,0.64,0,0,2,6,4,4.8,1.44,6,0,0,0,2,2,1.2,0.96,2,8,2.56,0,0,0,8,2.8,2.08,2,9.105,54.485,21.519,16.8284,9.105,0,0,7.21067E-06,229,91.8,95.76,12,-2,4,6,3.380617019,-35.59524577,0.084157142,1.116671227,0.789607146,0.001016065,0.123139063,0.122122998,0.074051078,0.058027954,0.15,0.381174059,1,0,3.9998,2.009,1.9999,2.002175,2.834727678,2.828285703,2.832150888,-44.49288883,23.242755,99.299,52.4317375,9.565654137,12.85631427
Ca(FeO2)2,1,../data/Structures/Insulators/CaFe2O4_CollCode_291004.cif,80,66.42857143,23.51020408,55.845,39.8456,30.82365714,16.94200816,1811,1756.2,708.0285714,746.5469388,14,11.71428571,4.897959184,16,4,2,2.857142857,0.979591837,176,110,100.5714286,39.51020408,66,1,3.44,2.44,2.631428571,0.924081633,3.44,0,2,4,2.285714286,1.959183673,4,0,6,1.714285714,2.448979592,0,0,2,8,6,6,1.142857143,6,0,0,0,2,2,1.142857143,0.979591837,2,4,1.632653061,0,0,0,4,2.285714286,0.979591837,2,9.105,28.665,13.66428571,6.887346939,9.105,0,0,0.86149502,229,104.4285714,105.6326531,12,-2,3,5,3.082207001,-31.39266181,0.064559276,1.071624369,0.8795041,0.017020501,0.154990041,0.13796954,0.094135238,0.051394947,0.108953975,0.151779026,1,0,3.378131558,2.076425143,1.979739159,2.040712948,3.445581736,2.63700592,2.947160809,-34.27727408,23.81083637,54.91,19.99639218,12.67010852,10.6232132
Ca2.668La1.332Mn4O12,1,../data/Structures/Insulators/La33Ca67Mn100O300_CollCode_56519.cif,80,64.3996,27.12048,138.90547,122.90607,35.1847585,23.0224302,1519,1464.2,564.8748,612.08976,14,11.4666,5.44008,16,6,4,2.9332,1.11984,207,141,104.6646,46.39752,66,1,3.44,2.44,2.58066,1.031208,3.44,0,2,4,2.4,1.92,4,0,5,1.0666,1.57336,0,0,2,7,5,5.4666,1.25344,6,0,0,0,2,2,1.2,0.96,2,9,2.34599992,0,0,0,9,2.7994,1.70615992,2,9.105,28.665,15.05640874,8.969219503,9.105,0,0,9.92386E-05,225,93.5354,97.84248,12,-2,3.67,5.67,3.282877484,-35.84351883,0.079694025,1.097521773,0.800764938,0.015085352,0.13088404,0.115798688,0.090515379,0.044474979,0.142187915,0.144357165,0,1,3.798253895,1.935441077,1.918361655,1.926364214,3.400210249,2.708948667,2.852278297,-43.48145881,24.0024686,65.414,16.20173639,6.876931184,10.95912564
Ca2AlFeO5,1,../data/Structures/Insulators/Ca2(FeAl)O5_CollCode_9197.cif,80,64.11111111,27.40740741,55.845,39.8456,26.99772651,12.2239601,1811,1756.2,583.1633333,587.0703704,14,11.66666667,5.111111111,16,4,2,2.777777778,0.864197531,176,110,103.8888889,42.09876543,66,1,3.44,2.44,2.515555556,1.027160494,3.44,0,2,4,2.333333333,1.851851852,4,0,6,0.666666667,1.185185185,0,0,2,8,6,5,1.777777778,6,0,0,0,5,5,1.666666667,1.111111111,2,4,0.790123457,0,0,0,5,2.111111111,1.061728395,2,9.105,28.665,16.475,9.465555556,9.105,0,0,0.416921047,229,107.1111111,105.6790123,12,-2,3,5,2.877498914,-29.81358725,0.078399169,1.096535805,0.796355922,0.003238906,0.127282476,0.12404357,0.082226181,0.049520825,0.151670254,0.21586178,0,1,3.691045119,2.216551149,1.707892116,1.931945279,3.568639351,2.687122772,3.039436748,-35.14641773,25.27044862,54.91,20.35776077,14.60160426,12.17007982
Ca2CrOsO6,1,../data/Structures/Insulators/Ca2CrOsO6_RoomT_CollCode_239672.cif,80,64.2,27.36,190.23,174.2306,41.83785,31.71008,3306,3251.2,804.48,899.616,14,11.4,5.52,16,6,4,3,1.2,176,110,103.1,44.52,66,1,3.44,2.44,2.65,0.948,3.44,0.18,2,4,2.4,1.92,4,0,6,1.1,1.76,14,2.52,2,22,20,6.8,3.04,6,0.18,0,0,2,2,1.2,0.96,2,5,1.44,0,0,0,6,2.2,1.12,2,9.105,28.665,15.545,8.89,9.105,0,0,0,229,94.5,99,12,-2,5,7,3.373323338,-31.64547549,0.084916843,1.134990553,0.801539242,0.059224912,0.138661231,0.079436319,0.114907669,0.025529121,0.160601028,0.583869088,1,0,5.400250138,2.263151972,1.610077846,1.936614909,3.287152166,2.738248383,2.86378755,-44.29215417,28.59516414,70.1,12.43352166,2.741028212,11.16179547
Ca2Fe2O5,1,../data/Structures/Insulators/Ca2Fe2O5_CollCode_15059.cif,80,62.11111111,27.65432099,55.845,39.8456,30.20477778,15.78375309,1811,1756.2,680.6666667,695.4074074,14,11.11111111,5.432098765,16,4,2,2.888888889,0.987654321,176,110,105.1111111,43.45679012,66,1,3.44,2.44,2.54,1,3.44,0,2,4,2.222222222,1.975308642,4,0,6,1.333333333,2.074074074,0,0,2,8,6,5.555555556,1.580246914,6,0,0,0,2,2,1.111111111,0.987654321,2,4,1.382716049,0,0,0,4,2,0.888888889,2,9.105,28.665,15.83611111,9.748395062,9.105,0,0,0.729611832,229,107.5555556,106.1728395,12,-2,3,5,2.936835031,-29.25492376,0.06719899,1.063118116,0.847761678,0.046093203,0.198406936,0.152313732,0.127197959,0.045601448,0.136438988,0.081921178,1,0,3.698883073,2.118192711,1.836938318,1.960396599,3.602915844,2.716143274,3.029650012,-33.61127676,25.49082599,54.91,20.36602752,13.39501284,12.45937967
Ca3Mn4BiO12,1,../data/Structures/Insulators/Ca75Bi25Mn100O300_CollCode_291046.cif,80,67.95,24.665,208.9804,192.981,37.047969,25.2582828,1519,1464.2,531.15,571.62,14,12.05,5.035,16,6,4,2.9,1.08,176,110,101.2,42.24,66,1,3.44,2.44,2.625,0.978,3.44,0,2,4,2.55,1.785,4,0,10,1.5,2.25,14,1.33,2,29,27,6.75,2.325,6,0,0,0,3,3,1.35,0.945,2,5,1.6,0,0,0,5,2.35,1.125,2,9.105,28.665,14.87351724,8.676593103,9.105,0,0,9.92386E-05,225,84.95,94.835,12,-2,7,9,3.43996124,-36.30929217,0.07596857,1.076234388,0.810078576,0.004561119,0.136931754,0.132370636,0.093892071,0.044842964,0.134485443,0.159119249,0,1,3.772054732,1.932900103,1.918703643,1.925922944,3.303149497,2.704842822,2.830035287,-43.99969688,24.36064173,67.11,16.46804479,6.348269697,10.76009516
Ca4Mn1.96Fe2.04O12,1,../data/Structures/Insulators/Ca2FeMnO6_CollCode_259396.cif,80,64.306,27.2328,55.845,39.8456,28.69535841,15.23515009,1811,1756.2,589.464,641.5968,14,11.502,5.3976,16,4,2,2.8,0.96,176,110,101.886,43.0632,66,1,3.44,2.44,2.60256,1.004928,3.44,0,2,4,2.4,1.92,4,0,6,1.102,1.7632,0,0,2,8,6,5.502,1.4008,6,0,0,0,2,2,1.2,0.96,2,5,1.4368,0,0,0,5,2.098,0.9568,2,9.105,28.665,15.13924345,9.052302621,9.105,0,0,0.38665034,229,96.824,101.7888,12,-2,4,6,3.321842103,-38.08253849,0.076377697,1.079854504,0.809055758,0.007848855,0.133095171,0.125246316,0.09498516,0.043711309,0.134999737,0.1674793,0,1,3.721976265,1.90522248,1.876766306,1.891424532,3.254088612,2.595089839,2.784894843,-46.81923642,25.06635073,75,16.22118167,1.65164689,10.22384687
CaMn7O12,1,../data/Structures/Insulators/CaMn7O12_HT_CollCode_252390.cif,80,70.75,19.5,54.938045,38.938645,30.83185575,17.7989469,1519,1464.2,620.28,678.576,14,12.15,4.62,16,4,2,2.8,0.96,176,110,97.05,37.26,66,1,3.44,2.44,2.6565,0.9402,3.44,0,2,4,2.4,1.92,4,0,5,1.75,2.275,0,0,2,7,5,6.15,0.595,6,0,0,0,2,2,1.2,0.96,2,5,2.275,0,0,0,5,2.95,1.435,2,9.105,28.665,11.02215517,2.674784483,9.105,0,0,0.000141105,225,94.4,98.88,12,-2,7,9,3.468990964,-37.3342897,0.065500772,1.150542208,0.860963402,0.005352982,0.186578161,0.181225179,0.128906826,0.061726921,0.107983576,0.263202298,1,0,3.331191979,2.765907324,1.910992113,2.156622029,2.817849227,2.607483449,2.774320877,-35.80503304,25.30604339,56.51,14.13382809,8.669813883,10.05530068
CaMoO4,1,../data/Structures/Insulators/CaMoO4_RoomT_CollCode_62219.cif,80,67.5,26,95.96,79.9606,33.33926667,23.11982222,2896,2841.2,705.0333333,866.9777778,14,12,5.333333333,16,5,3,2.833333333,1.111111111,176,110,99,44,66,1,3.44,2.44,2.82,0.826666667,3.44,0.277777778,2,4,2.666666667,1.777777778,4,0,5,0.833333333,1.388888889,0,0,2,6,4,5.333333333,1.111111111,6,0.277777778,0,0,2,2,1.333333333,0.888888889,2,5,1.388888889,0,0,0,6,2.333333333,1.222222222,2,9.105,28.665,14.98,7.833333333,9.105,0,0,0,229,83.66666667,95.55555556,12,-2,6,8,4.320493799,-51.26111994,0.075564037,1.056673028,0.783475822,0.005005695,0.150729557,0.145723862,0.117348846,0.037447717,0.133582858,0.07160318,1,0,3.871208928,1.77512292,1.77512292,1.77512292,2.983198609,2.773285872,2.897644832,-59.63954593,25.95704309,125.638,53.09128218,0.946815898,12.99423113
CaO,1,../data/Structures/Insulators/CaO_CollCode_51409.cif,80,47,40,40.078,24.0786,28.0387,12.0393,1115,1060.2,584.9,530.1,14,9,7,2,4,2,3,1,176,110,121,55,66,1,3.44,2.44,2.22,1.22,1,0,2,4,2,2,0,0,0,0,0,0,0,2,6,4,4,2,2,0,0,0,2,2,1,1,0,0,0,0,0,0,2,1,1,0,9.105,28.665,23.4375,14.3325,9.105,0,0,0,225,118.5,106.5,12,-2,2,4,2.828427125,-20.90412221,5.55112E-17,1,1,0,1.84453E-16,1.84453E-16,4.9956E-17,6.72485E-17,9.54637E-17,0.176151811,1,0,3.404860573,2.4076,2.4076,2.4076,3.404860573,3.404860573,3.404860573,-20.90406265,20.90406265,50.91316,34.81229573,16.24467569,13.95574431
CaOsO3,1,../data/Structures/Insulators/CaOsO3_CollCode_237732.cif,80,65,26.4,190.23,174.2306,55.66124,53.827504,3306,3251.2,917.08,1034.736,14,11.6,5.28,16,6,4,3.2,1.44,176,110,103.6,45.12,66,1,3.44,2.44,2.704,0.8832,3.44,0,2,4,2.4,1.92,4,0,6,1.2,1.92,14,4.48,2,22,20,8.4,5.44,6,0,0,0,2,2,1.2,0.96,2,4,1.28,0,0,0,4,2,0.8,2,9.105,28.665,15.835,8.774,9.105,0,0,0,225,91,94.8,12,-2,4,6,3.380617019,-36.14179602,0.071135338,1.056244491,0.822161656,0.012825305,0.148559012,0.135733707,0.100937144,0.043404346,0.126122566,0.232489634,1,0,3.890816805,2.03724715,1.978063968,2.006244484,3.32071728,2.792937596,2.921280125,-43.95667433,23.96526225,55,10.29906759,12.03370521,11.79352532
Cd(RhO2)2,1,../data/Structures/Insulators/CdRh2O4_Spinel_RoomT_CollCode_262941.cif,28,76.57142857,11.91836735,112.411,96.4116,54.6028,44.11817143,2237,2182.2,755.3457143,846.6595918,7,13.42857143,2.93877551,16,5,3,3.285714286,1.469387755,144,78,98.85714286,37.55102041,66,1.69,3.44,1.75,2.858571429,0.664489796,3.44,0.408163265,2,4,2.285714286,1.959183673,4,0,10,3.714285714,4.244897959,0,0,6,12,6,7.714285714,1.959183673,6,0.408163265,0,0,2,2,1.142857143,0.979591837,2,2,0.816326531,0,0,0,3,2,0.571428571,2,9.105,10.39,11.885,3.177142857,9.105,0,0,0,225,98.85714286,99.26530612,12,-2,3,5,3.082207001,-31.56558014,0.06525648,1.046832368,0.88580116,3.61243E-17,0.188791524,0.188791524,0.132076005,0.075472003,0.144709495,0.119413277,1,0,3.083579536,2.048895462,2.048895462,2.048895462,3.483211443,2.683947628,3.090040037,-33.78752756,24.15875587,42,6.270216123,12.14746123,11.84710992
Cd2Ru2O7,1,../data/Structures/Insulators/Cd2Ru2O7_CollCode_86773.cif,31,78.27272727,11.10743802,112.411,96.4116,48.99616364,41.99588099,2607,2552.2,616.9127273,723.6680992,8,13.81818182,2.776859504,16,5,3,3.090909091,1.388429752,146,80,94.72727273,36.56198347,66,1.69,3.44,1.75,2.896363636,0.691900826,3.44,0.297520661,2,4,2.545454545,1.851239669,4,0,10,3.090909091,3.933884298,0,0,6,12,6,7.454545455,1.851239669,6,0.297520661,0,0,2,2,1.272727273,0.925619835,2,3,0.892561983,0,0,0,4,2,0.727272727,2,9.105,10.39,11.795,3.423636364,9.105,0,0,0,194,78.18181818,84.23140496,12,-2,5,7,3.844639125,-44.59496071,0.072773215,1.076509363,0.799873658,1.92385E-17,0.198725329,0.198725329,0.094956553,0.043905183,0.143674875,0.340025178,1,0,3.581142293,1.923613108,1.923613108,1.923613108,3.625154242,2.654546358,3.032030871,-52.21728606,27.15077768,76,12.97903439,5.171516889,11.80910655
CdO,1,../data/Structures/Insulators/CdO_CollCode_31055.cif,17,78.5,8.5,112.411,96.4116,64.2052,48.2058,594.22,539.42,324.51,269.71,4,14,2,12,5,3,3.5,1.5,144,78,105,39,66,1.69,3.44,1.75,2.565,0.875,1.69,0,2,4,2,2,0,0,10,5,5,0,0,6,12,6,9,3,6,0,0,0,2,2,1,1,0,0,0,0,0,0,2,1,1,0,9.105,10.39,14.3,5.195,9.105,0,0,0,194,103,91,12,-2,2,4,2.828427125,-21.28066158,2.77556E-17,1,1,0,1.87776E-16,1.87776E-16,2.73839E-17,4.10759E-17,8.39299E-17,0.273988038,1,0,3.344615075,2.365,2.365,2.365,3.344615075,3.344615075,3.344615075,-21.28060094,21.28060094,37.468,16.25436346,11.85342595,13.22797713
CdO2,1,../data/Structures/Insulators/CdO2_CollCode_36151.cif,17,81.33333333,7.555555556,112.411,96.4116,48.1366,42.8496,594.22,539.42,234.6066667,239.7422222,4,14.66666667,1.777777778,16,5,3,3,1.333333333,144,78,92,34.66666667,66,1.69,3.44,1.75,2.856666667,0.777777778,3.44,0,2,4,2.666666667,1.777777778,4,0,10,3.333333333,4.444444444,0,0,6,12,6,8,2.666666667,6,0,0,0,2,2,1.333333333,0.888888889,2,0,0,0,0,0,2,1.333333333,0.888888889,2,9.105,10.39,12.56833333,4.617777778,9.105,0,0,0,194,72.66666667,80.88888889,12,-1,2,3,2.121320344,-9.379813019,0.009142719,1.006857039,0.986285922,0.026950045,0.206509677,0.179559632,0.146656466,0.079804281,0.012620581,0.128060809,1,0,3.756858328,2.308472027,2.308472027,2.308472027,1.487105568,1.487105568,1.487105568,-19.69413201,8.444152669,37.468,16.72679027,-2.718585058,12.49793327
CdS,1,../data/Structures/Insulators/CdS_CollCode_154186.cif,18,79,9,112.411,80.346,72.238,40.173,594.22,205.86,491.29,102.93,4,14,2,12,5,2,4,1,144,39,124.5,19.5,105,1.69,2.58,0.89,2.135,0.445,1.69,0,2,4,2,2,0,0,10,5,5,0,0,6,12,6,9,3,6,0,0,0,2,2,1,1,0,0,0,0,0,0,2,1,1,0,19.495,6.291875,22.6409375,3.1459375,19.495,1.101,0,0,194,132,62,70,-2,2,4,2.828427125,-18.69894228,1.11022E-16,1,1,0.144941294,0.144941294,1.66533E-16,0.144941294,6.245E-17,1.42795E-16,0.181895489,1,0,4.120644135,2.531932,2.52704025,2.529486125,4.120644135,4.120644135,4.120644135,-18.69852711,18.69852711,37.468,17.06517266,19.5220077,24.87982866
