Compound,Label,struct_file_path,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,ewald_energy_per_atom,mean absolute deviation in relative bond length,max relative bond length,min relative bond length,minimum neighbor distance variation,maximum neighbor distance variation,range neighbor distance variation,mean neighbor distance variation,avg_dev neighbor distance variation,mean absolute deviation in relative cell size,gii,struct_ordered,struct_disordered,max_mm_dists,min_mm_dists,avg_mm_dists,max_mx_dists,min_mx_dists,avg_mx_dists,max_xx_dists,min_xx_dists,avg_xx_dists,v_m,v_x,iv,iv_p1,est_hubbard_u,est_charge_trans,volume_per_site
Ti2O3,2,../data/Structures/MIT_materials/LowT/Ti2O3_LT_CollCode_9654.cif,8,22,14,13.6,6.72,8,43,87,44,69.4,21.12,87,15.9994,47.867,31.8676,28.74644,15.296448,15.9994,54.8,1941,1886.2,809.28,905.376,54.8,4,16,12,11.2,5.76,16,2,4,2,2.8,0.96,2,66,160,94,103.6,45.12,66,1.54,3.44,1.9,2.68,0.912,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,2,2,0.8,0.96,0,0,0,0,0,0,0,4,6,2,5.2,0.96,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,8,8,3.2,3.84,0,0,0,0,0,0,0,2,8,6,4.4,2.88,2,9.105,16.69,7.585,12.139,3.6408,9.105,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,9.01333E-06,1.0816E-05,0,12,194,182,84.8,87.36,12,-2,4,6,3.380617019,-34.99059664,0.076352801,1.063627334,0.904558998,0.016510663,0.175804128,0.159293465,0.112086742,0.076460863,0.138075518,0.153526404,1,0,3.561544738,2.58934476,3.048408067,2.070440979,2.024399401,2.04742019,2.881766143,2.793527744,2.838892043,-33.6712716,24.64590574,27.49171,43.26717,11.05179779,16.08158111,10.46521609
GdFe4(CuO4)3,2,../data/Structures/MIT_materials/LowT/GdCu3Fe4O12_LT_CollCode_237404.cif,8,64,56,17.55,11.46,8,27,87,60,74.15,15.42,87,15.9994,157.25,141.2506,38.16304,26.596368,15.9994,54.8,1811,1756.2,678.0455,747.8946,54.8,3,16,13,13,3.6,16,2,6,4,2.9,1.08,2,66,196,130,95.6,35.52,66,1.2,3.44,2.24,2.775,0.798,3.44,1,2,1,1.85,0.255,2,0,4,4,2.4,1.92,4,0,10,10,2.75,3.475,0,0,7,7,0.35,0.665,0,6,11,5,7.35,1.62,6,0,1,1,0.15,0.255,0,0,2,2,1.2,0.96,2,0,9,9,1.25,1.875,0,0,7,7,0.35,0.665,0,1,16,15,2.95,1.725,2,9.105,32.05,22.945,10.872,2.1772,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.42213256,0.675412096,0,12,229,217,96.45,101.34,12,-2,3,5,3.230291412,-35.44944004,0.06268698,1.130261854,0.868321594,0.002299397,0.199604699,0.197305302,0.130187434,0.063872128,0.099534828,0.161876585,1,0,3.68572,3.68572,3.68572,2.828677797,1.884443001,2.356560399,2.839478688,2.478278128,2.777272678,-34.88550137,24.30406772,36.841,57.38,16.63212427,8.527300748,10.0137562
DyFe4(CuO4)3,2,../data/Structures/MIT_materials/LowT/DyCu3Fe4O12_LT_CollCode_237406.cif,8,66,58,17.65,11.58,8,31,87,56,74.35,15.18,87,15.9994,162.5,146.5006,38.42554,26.911368,15.9994,54.8,1811,1756.2,682.9955,753.8346,54.8,3,16,13,13,3.6,16,2,6,4,2.9,1.08,2,66,192,126,95.4,35.28,66,1.22,3.44,2.22,2.776,0.7968,3.44,1,2,1,1.85,0.255,2,0,4,4,2.4,1.92,4,0,10,10,2.7,3.51,0,0,10,10,0.5,0.95,0,6,12,6,7.45,1.74,6,0,1,1,0.15,0.255,0,0,2,2,1.2,0.96,2,0,4,4,0.8,1.28,0,0,4,4,0.2,0.38,0,1,4,3,2.35,0.825,2,9.105,31.24,22.135,10.8315,2.1124,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.42213256,0.675412096,0,12,229,217,96.45,101.34,12,-2,3,5,3.230291412,-35.66253802,0.061173415,1.11926911,0.843836106,0.000456829,0.183925676,0.183468847,0.125498603,0.06222875,0.099206785,0.397079474,1,0,3.648325,3.648325,3.648325,2.775996084,1.936579572,2.356287828,2.902937516,2.564416544,2.740489016,-33.81752472,24.4081439,36.841,57.38,16.59207915,7.562693444,9.712042031
LaFe4(CuO4)3,2,../data/Structures/MIT_materials/LowT/LaCu3Fe4O12_LT_CollCode_259142.cif,8,57,49,17.2,11.04,8,13,87,74,73.45,16.26,87,15.9994,138.90547,122.90607,37.2458135,25.4956962,15.9994,54.8,1811,1756.2,658.3955,724.3146,54.8,3,16,13,13,3.6,16,2,6,4,2.9,1.08,2,66,207,141,96.15,36.18,66,1.1,3.44,2.34,2.77,0.804,3.44,1,2,1,1.85,0.255,2,0,4,4,2.4,1.92,4,0,10,10,2.75,3.475,0,0,0,0,0,0,0,3,11,8,7,1.6,6,0,1,1,0.15,0.255,0,0,2,2,1.2,0.96,2,0,9,9,1.25,1.875,0,0,0,0,0,0,0,1,9,8,2.6,1.2,2,9.105,36.8975,27.7925,11.114375,2.5783125,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.42213256,0.675412096,0,12,229,217,96.45,101.34,12,-2,3,5,3.230291412,-35.26498905,0.06494383,1.145870788,0.867525537,0.004600439,0.195443848,0.190843409,0.130603803,0.062920817,0.106133055,0.182445614,1,0,3.707065,3.707065,3.707065,2.8095098,1.891627186,2.350568493,2.829863965,2.54304659,2.7913441,-35.08328358,24.17951118,36.841,57.38,16.65461977,8.584950082,10.18874279
V6O13,2,../data/Structures/MIT_materials/LowT/V6O13_LT_CollCode_1536.cif,8,23,15,12.73684211,6.48199446,8,46,87,41,74.05263158,17.71745152,87,15.9994,50.9415,34.9421,27.03374737,15.09963324,15.9994,54.8,2183,2128.2,726.8631579,919.665374,54.8,5,16,11,12.52631579,4.753462604,16,2,4,2,2.631578947,0.864265928,2,66,153,87,93.47368421,37.59556787,66,1.63,3.44,1.81,2.868421053,0.782160665,3.44,2,2,0,2,0,2,0,4,4,2.736842105,1.728531856,4,0,3,3,0.947368421,1.296398892,0,0,0,0,0,0,0,5,6,1,5.684210526,0.432132964,6,0,0,0,0,0,0,0,2,2,1.368421053,0.864265928,2,0,7,7,2.210526316,3.024930748,0,0,0,0,0,0,0,2,7,5,3.578947368,2.16066482,2,9.105,13.01,3.905,10.33815789,1.687479224,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,80.52631579,93.77285319,12,-2,5,7,4.333482406,-51.23404059,0.115540756,1.138523864,0.808329447,0.056308523,0.168600552,0.112292029,0.129025686,0.03991619,0.246603631,0.289227885,1,0,3.62308205,2.999505034,3.385335714,2.26635417,1.655646379,1.930180366,3.261233012,2.460152077,2.763730444,-33.86932576,39.58958953,65.28165,128.125,58.58981321,-6.993812061,11.55567265
PrFe4(CuO4)3,2,../data/Structures/MIT_materials/LowT/PrCu3Fe4O12_LT_CollCode_237400.cif,8,59,51,17.3,11.16,8,17,87,70,73.65,16.02,87,15.9994,140.90765,124.90825,37.3459225,25.615827,15.9994,54.8,1811,1756.2,658.9455,724.9746,54.8,3,16,13,13,3.6,16,2,6,4,2.9,1.08,2,66,203,137,95.95,35.94,66,1.13,3.44,2.31,2.7715,0.8022,3.44,1,2,1,1.85,0.255,2,0,4,4,2.4,1.92,4,0,10,10,2.7,3.51,0,0,3,3,0.15,0.285,0,5,11,6,7.1,1.53,6,0,1,1,0.15,0.255,0,0,2,2,1.2,0.96,2,0,4,4,0.8,1.28,0,0,11,11,0.55,1.045,0,1,11,10,2.7,1.35,2,9.105,35.675,26.57,11.05325,2.4672,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.42213256,0.675412096,0,12,229,217,96.45,101.34,12,-2,4,6,3.229140819,-35.3585818,0.063851097,1.13793813,0.868615518,0.003352471,0.198442959,0.195090488,0.130603694,0.06354212,0.102913091,0.165019547,1,0,3.69737,3.69737,3.69737,2.822533124,1.885163477,2.353848301,2.826924476,2.503858964,2.785559291,-35.03243412,24.2470757,36.841,57.38,16.6444344,8.610201038,10.10901253
V5O9,2,../data/Structures/MIT_materials/LowT/V5O9_LT_CollCode_9037.cif,8,23,15,13.35714286,6.887755102,8,46,87,41,72.35714286,18.82653061,87,15.9994,50.9415,34.9421,28.47872143,16.04484184,15.9994,54.8,2183,2128.2,814.8714286,977.2346939,54.8,5,16,11,12.07142857,5.051020408,16,2,4,2,2.714285714,0.918367347,2,66,153,87,97.07142857,39.94897959,66,1.63,3.44,1.81,2.793571429,0.831122449,3.44,2,2,0,2,0,2,0,4,4,2.571428571,1.836734694,4,0,3,3,1.071428571,1.37755102,0,0,0,0,0,0,0,5,6,1,5.642857143,0.459183673,6,0,0,0,0,0,0,0,2,2,1.285714286,0.918367347,2,0,7,7,2.5,3.214285714,0,0,0,0,0,0,0,2,7,5,3.785714286,2.295918367,2,9.105,13.01,3.905,10.49964286,1.793112245,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,89.5,99.64285714,12,-2,5,7,3.776791091,-42.8594522,0.092955911,1.083257939,0.85428065,0.009925663,0.193614341,0.183688678,0.129006358,0.062576218,0.165318875,0.275761311,1,0,3.739286263,2.783098547,3.265052397,2.131792081,1.72567135,1.967831188,3.192496853,2.535716775,2.798447558,-29.44014755,33.8510853,46.709,65.28165,14.1624145,1.553893842,9.999284831
Ti3O5,2,../data/Structures/MIT_materials/LowT/Ti3O5_LT_CollCode_194465.cif,8,22,14,13.25,6.5625,8,43,87,44,70.5,20.625,87,15.9994,47.867,31.8676,27.94975,14.9379375,15.9994,54.8,1941,1886.2,762.125,884.15625,54.8,4,16,12,11.5,5.625,16,2,4,2,2.75,0.9375,2,66,160,94,101.25,44.0625,66,1.54,3.44,1.9,2.7275,0.890625,3.44,2,2,0,2,0,2,0,4,4,2.5,1.875,4,0,2,2,0.75,0.9375,0,0,0,0,0,0,0,4,6,2,5.25,0.9375,6,0,0,0,0,0,0,0,2,2,1.25,0.9375,2,0,8,8,3,3.75,0,0,0,0,0,0,0,2,8,6,4.25,2.8125,2,9.105,16.69,7.585,11.949375,3.55546875,9.105,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,8.45E-06,1.05625E-05,0,12,194,182,80.25,85.3125,12,-2,4,6,3.629940852,-39.29707958,0.088637266,1.089530656,0.864858736,0.017420437,0.205529605,0.188109167,0.129100862,0.06824745,0.157926129,0.295157076,1,0,3.744821576,2.830808252,3.355276164,2.188629376,1.868207279,2.024941368,3.443166868,2.5795088,2.882305474,-25.73762092,27.77644054,43.26717,99.299,51.74018624,-4.575068709,10.7233491
YNiO3,2,../data/Structures/MIT_materials/HighT/YNiO3_653K_CollCode_191794.cif,8,39,31,18.2,12.24,8,12,87,75,66.8,24.24,87,15.9994,88.90585,72.90645,39.11949,27.744108,15.9994,54.8,1799,1744.2,738.28,820.176,54.8,3,16,13,12.2,4.56,16,2,5,3,3,1.2,2,66,190,124,102.4,43.68,66,1.22,3.44,2.22,2.69,0.9,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,8,8,1.8,2.48,0,0,0,0,0,0,0,3,10,7,6.2,1.52,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,2.2,2.72,0,0,0,0,0,0,0,2,9,7,3.4,2.24,2,9.105,32.365,23.26,14,7.346,9.105,0,0,0,0,0,0,0,0.5953947,0.5953947,0.11907894,0.190526304,0,12,225,213,91,94.8,12,-2,3,5,3.273268354,-34.20239306,0.064903743,1.04523426,0.837740642,0.015625364,0.156950432,0.141325067,0.099399268,0.045021981,0.116797159,0.231000942,1,0,3.797122701,3.7132,3.75516135,1.992235221,1.933066201,1.963600892,3.184307943,2.736503122,2.827539218,-36.8025337,23.82184827,35.187,54.92,15.89837116,10.39327841,10.68681627
CaFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/CaCu3Fe4O12_CollCode_259139.cif,8,29,21,15.35,8.82,8,7,87,80,73.15,16.62,87,15.9994,63.546,47.5466,32.30444,19.566048,15.9994,54.8,1811,1756.2,654.4955,719.6346,54.8,2,16,14,12.95,3.66,16,2,4,2,2.8,0.96,2,66,176,110,94.6,34.32,66,1,3.44,2.44,2.765,0.81,3.44,1,2,1,1.85,0.255,2,0,4,4,2.4,1.92,4,0,10,10,2.7,3.51,0,0,0,0,0,0,0,2,11,9,6.95,1.635,6,0,1,1,0.15,0.255,0,0,2,2,1.2,0.96,2,0,4,4,0.8,1.28,0,0,0,0,0,0,0,0,4,4,2.15,0.74,2,9.105,37.77,28.665,11.158,2.6612,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.42213256,0.675412096,0,12,229,217,98,103.2,12,-2,4,6,3.336230625,-38.07643111,0.064622593,1.142764831,0.85829936,0.003970373,0.185453368,0.181482996,0.128025542,0.061974199,0.1054259,,1,0,3.64846,3.64846,3.64846,2.74263045,1.902409064,2.322519757,2.797639128,2.578731528,2.741580504,-26.8530692,25.09539172,20.29239,36.841,12.6018352,17.74524308,9.713120203
Cd2Os2O7,2,../data/Structures/MIT_materials/HighT/Cd2Os2O7_RoomT_CollCode_155773.cif,8,76,68,27.63636364,24.99173554,8,57,87,30,78.45454545,10.87603306,87,15.9994,190.23,174.2306,65.20707273,62.62794711,15.9994,54.8,3306,3251.2,744.0036364,931.6350413,54.8,8,16,8,13.81818182,2.776859504,16,2,6,4,3.272727273,1.619834711,2,66,144,78,94.36363636,36.09917355,66,1.69,3.44,1.75,2.896363636,0.691900826,3.44,2,2,0,2,0,2,0,4,4,2.545454545,1.851239669,4,0,10,10,2.909090909,3.702479339,0,0,14,14,2.545454545,4.165289256,0,6,22,16,10,5.090909091,6,0,0,0,0,0,0,0,2,2,1.272727273,0.925619835,2,0,4,4,0.727272727,1.190082645,0,0,0,0,0,0,0,0,4,4,2,0.727272727,2,9.105,19.495,10.39,11.90045455,3.55785124,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,78.18181818,84.23140496,12,-2,8,10,4.163331999,-44.34661328,0.072334477,1.076554738,0.801080189,7.65251E-17,0.197988347,0.197988347,0.094597119,0.044021204,0.142507645,0.205911495,1,0,3.595860721,3.595860721,3.595860721,1.934394708,1.934394708,1.934394708,3.638845166,2.66215454,3.045249379,-51.8595579,27.01941651,55,70.1,11.09549284,8.724150244,11.95531143
PrNiO3,2,../data/Structures/MIT_materials/HighT/PrNiO3_HT_CollCode_67720.cif,8,59,51,22.2,17.04,8,17,87,70,67.8,23.04,87,15.9994,140.90765,124.90825,49.51985,40.22454,15.9994,54.8,1728,1673.2,619.28,677.376,54.8,3,16,13,12.2,4.56,16,2,6,4,3.2,1.44,2,66,203,137,105,46.8,66,1.13,3.44,2.31,2.672,0.9216,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,8,8,1.6,2.56,0,0,3,3,0.6,0.96,0,5,10,5,6.6,1.36,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,2,2,0.4,0.64,0,0,11,11,2.2,3.52,0,2,11,9,3.8,2.88,2,9.105,35.675,26.57,14.662,8.4052,9.105,0,0,0,0,0,0,0,0.5953947,0.5953947,0.11907894,0.190526304,0,12,225,213,91,94.8,12,-2,3,5,3.273268354,-33.75015037,0.076929357,1.081154127,0.807676607,0.003825032,0.133075218,0.129250186,0.09240274,0.044895357,0.136200244,0.349936974,1,0,3.814083571,3.80815,3.811116785,1.940894472,1.939724758,1.940486551,3.381867561,2.709007087,2.860378651,-37.94004034,22.8392587,35.187,54.92,15.95467181,10.46084413,11.07937352
PrCoO3,2,../data/Structures/MIT_materials/HighT/PrCoO3_CollCode_164820.cif,8,59,51,22,16.8,8,17,87,70,67.2,23.76,87,15.9994,140.90765,124.90825,49.567809,40.2820908,15.9994,54.8,1768,1713.2,627.28,686.976,54.8,3,16,13,12,4.8,16,2,6,4,3.2,1.44,2,66,203,137,105.4,47.28,66,1.13,3.44,2.31,2.666,0.9288,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,7,7,1.4,2.24,0,0,3,3,0.6,0.96,0,5,9,4,6.4,1.04,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,3,3,0.6,0.96,0,0,11,11,2.2,3.52,0,2,11,9,4,2.8,2,9.105,35.675,26.57,14.647,8.4112,9.105,0,0,0,0,0,0,0,1.5484712,1.5484712,0.30969424,0.495510784,0,12,194,182,84.8,87.36,12,-2,3,5,3.273268354,-33.51296913,0.077025844,1.081445264,0.807435391,0.003196778,0.133576467,0.130379689,0.093138142,0.04574204,0.136166594,0.228866373,1,0,3.840164117,3.8376,3.838882058,1.956760215,1.952750561,1.954374588,3.397747288,2.7309836,2.880447737,-37.68289227,22.6727909,33.5,51.27,14.01899911,11.77696028,11.31840882
FeS,2,../data/Structures/MIT_materials/HighT/FeS_HT_CollCode_35008.cif,16,26,10,21,5,16,55,88,33,71.5,16.5,55,32.065,55.845,23.78,43.955,11.89,32.065,388.36,1811,1422.64,1099.68,711.32,388.36,8,16,8,12,4,8,3,4,1,3.5,0.5,3,105,132,27,118.5,13.5,105,1.83,2.58,0.75,2.205,0.375,1.83,2,2,0,2,0,2,0,4,4,2,2,0,0,6,6,3,3,0,0,0,0,0,0,0,6,8,2,7,1,6,0,0,0,0,0,0,0,2,2,1,1,0,0,4,4,2,2,0,0,0,0,0,0,0,2,4,2,3,1,2,10.73,25.786875,15.056875,18.2584375,7.5284375,10.73,0,2.202,2.202,1.101,1.101,0,0,2.1106628,2.1106628,1.0553314,1.0553314,0,70,229,159,149.5,79.5,70,-2,2,4,2.828427125,-20.10630832,0.01493463,1.01493463,0.98506537,0.050839934,0.097242869,0.046402936,0.074041402,0.023201468,0.035416073,0.293393286,1,0,3.313436478,2.917915276,3.115675877,2.502008014,2.435535977,2.474371917,3.547527425,3.449336352,3.488007807,-19.92563882,20.28620272,16.1992,30.651,9.830122211,22.91910831,15.14965854
KV4O8,2,../data/Structures/MIT_materials/HighT/K2V8O16_HT_CollCode_100596.cif,8,23,15,13.46153846,6.721893491,8,3,87,84,67.92307692,23.47928994,87,15.9994,50.9415,34.9421,28.52765385,15.41938935,15.9994,54.8,2183,2128.2,731.3023077,893.352426,54.8,1,16,15,11.46153846,5.585798817,16,2,4,2,2.769230769,0.946745562,2,66,203,137,103.3076923,45.91715976,66,0.82,3.44,2.62,2.681538462,0.933491124,3.44,1,2,1,1.923076923,0.142011834,2,0,4,4,2.461538462,1.893491124,4,0,3,3,0.923076923,1.278106509,0,0,0,0,0,0,0,1,6,5,5.307692308,0.852071006,6,0,1,1,0.076923077,0.142011834,0,0,2,2,1.230769231,0.946745562,2,0,7,7,2.153846154,2.982248521,0,0,0,0,0,0,0,1,7,6,3.461538462,2.177514793,2,9.105,73.10666667,64.00166667,15.22974359,8.904142012,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,95.46153846,102.7218935,12,-2,5,7,3.568570285,-40.47580607,0.109670422,1.250879813,0.821785564,0.01501681,0.187184473,0.172167663,0.116102018,0.074775433,0.201976557,,1,0,3.491117142,2.968171902,3.316802062,1.978241398,1.869527151,1.942926493,3.550220794,2.597516398,2.922681896,-41.10536838,27.04989488,42.359525,60.6384875,13.93753671,10.67360225,11.13254431
DyNiO3,2,../data/Structures/MIT_materials/HighT/DyNiO3_553K_CollCode_162114.cif,8,66,58,23.6,18.72,8,31,87,56,70.6,19.68,87,15.9994,162.5,146.5006,53.83832,45.406704,15.9994,54.8,1728,1673.2,715.48,792.816,54.8,3,16,13,12.2,4.56,16,2,6,4,3.2,1.44,2,66,192,126,102.8,44.16,66,1.22,3.44,2.22,2.69,0.9,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,8,8,1.6,2.56,0,0,10,10,2,3.2,0,6,12,6,8,2.4,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,2,2,0.4,0.64,0,0,4,4,0.8,1.28,0,2,4,2,2.4,0.64,2,9.105,31.24,22.135,13.775,6.986,9.105,0,0,0,0,0,0,0,0.5953947,0.5953947,0.11907894,0.190526304,0,12,225,213,91,94.8,12,-2,3,5,3.273268354,-34.15375573,0.066345182,1.044494792,0.834137046,0.015455944,0.155503988,0.140048044,0.100049237,0.044622359,0.118907379,0.219756193,1,0,3.798602269,3.73,3.764301134,1.993155787,1.934323194,1.962510362,3.204939155,2.726161385,2.831061298,-36.89595723,23.74425015,35.187,54.92,15.9076817,10.40502885,10.74821082
TbFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/TbCu3Fe4O12_HT_CollCode_237418.cif,8,65,57,17.6,11.52,8,29,87,58,74.25,15.3,87,15.9994,158.92535,142.92595,38.2468075,26.696889,15.9994,54.8,1811,1756.2,680.1955,750.4746,54.8,3,16,13,13,3.6,16,2,6,4,2.9,1.08,2,66,194,128,95.5,35.4,66,1.21,3.44,2.23,2.7755,0.7974,3.44,1,2,1,1.85,0.255,2,0,4,4,2.4,1.92,4,0,10,10,2.7,3.51,0,0,9,9,0.45,0.855,0,6,11,5,7.4,1.68,6,0,1,1,0.15,0.255,0,0,2,2,1.2,0.96,2,0,4,4,0.8,1.28,0,0,5,5,0.25,0.475,0,1,5,4,2.4,0.9,2,9.105,31.73666667,22.63166667,10.85633333,2.152133333,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.42213256,0.675412096,0,12,229,217,96.45,101.34,12,-2,4,6,3.229140819,-35.54296936,0.060958938,1.117522484,0.854335664,0.000801426,0.185790472,0.184989046,0.125922709,0.062535659,0.098230096,0.345779795,1,0,3.66106,3.66106,3.66106,2.792850461,1.938442732,2.365646597,2.91420376,2.556884304,2.750851624,-33.73959805,24.33071055,36.841,57.38,16.60580852,7.431509856,9.814101269
SmFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/SmCu3Fe4O12_HT_CollCode_237415.cif,8,62,54,17.45,11.34,8,23,87,64,73.95,15.66,87,15.9994,150.36,134.3606,37.81854,26.182968,15.9994,54.8,1811,1756.2,665.9955,733.4346,54.8,3,16,13,13,3.6,16,2,6,4,2.9,1.08,2,66,198,132,95.7,35.64,66,1.17,3.44,2.27,2.7735,0.7998,3.44,1,2,1,1.85,0.255,2,0,4,4,2.4,1.92,4,0,10,10,2.7,3.51,0,0,6,6,0.3,0.57,0,6,11,5,7.25,1.5,6,0,1,1,0.15,0.255,0,0,2,2,1.2,0.96,2,0,4,4,0.8,1.28,0,0,8,8,0.4,0.76,0,1,8,7,2.55,1.125,2,9.105,33.23,24.125,10.931,2.2716,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.42213256,0.675412096,0,12,229,217,95.05,99.66,12,-2,3,5,3.230291412,-35.48569293,0.062091583,1.124330364,0.854720597,0.001437602,0.185141989,0.183704387,0.12638638,0.062437506,0.098105749,0.331385547,1,0,3.66946,3.66946,3.66946,2.786361485,1.936816767,2.361589126,2.893002264,2.57596092,2.75683353,-33.91014117,24.3030974,36.841,57.38,16.61481224,7.563981719,9.881809318
