model_type,positive_class,metric_name,raw_metric
Human,Metal,precision_weighted,0.511904761904762
Human,Metal,precision_weighted,0.5555555555555556
Human,Metal,precision_weighted,0.375
Human,Metal,precision_weighted,0.5555555555555556
Human,Metal,precision_weighted,0.625
Human,Metal,precision_weighted,0.4444444444444444
Human,Metal,precision_weighted,0.625
Human,Metal,precision_weighted,0.803921568627451
Human,Metal,precision_weighted,0.8333333333333334
Human,Metal,precision_weighted,0.4444444444444444
Human,Metal,precision_weighted,0.43137254901960786
Human,Metal,precision_weighted,0.4444444444444444
Human,Metal,precision_weighted,0.39999999999999997
Human,Metal,precision_weighted,0.5948717948717949
Human,Metal,precision_weighted,0.511904761904762
Human,Metal,precision_weighted,0.803921568627451
Human,Metal,precision_weighted,0.4444444444444444
Human,Metal,precision_weighted,0.4444444444444444
Human,Metal,precision_weighted,0.4444444444444444
Human,Metal,precision_weighted,0.6277056277056277
Human,Metal,precision_weighted,0.7738095238095238
Human,Metal,precision_weighted,0.6666666666666666
Human,Metal,precision_weighted,0.5555555555555556
Human,Metal,precision_weighted,0.7738095238095238
Human,Metal,precision_weighted,0.4444444444444444
Human,Metal,precision_weighted,0.4444444444444444
Human,Metal,precision_weighted,0.8333333333333334
Human,Metal,precision_weighted,0.5916666666666666
Human,Metal,precision_weighted,0.803921568627451
Human,Metal,precision_weighted,0.6666666666666666
Human,Metal,precision_weighted,0.4444444444444444
Human,Metal,precision_weighted,0.711111111111111
Human,Metal,precision_weighted,0.803921568627451
Human,Metal,precision_weighted,0.4444444444444444
Human,Metal,precision_weighted,0.5555555555555556
Human,Metal,precision_weighted,0.4833333333333333
Human,Metal,precision_weighted,0.711111111111111
Human,Metal,precision_weighted,0.4444444444444444
Human,Metal,precision_weighted,0.803921568627451
Human,Metal,precision_weighted,0.4444444444444444
Human,Metal,precision_weighted,0.625
Human,Metal,precision_weighted,0.8333333333333334
Human,Metal,precision_weighted,0.6666666666666666
Human,Metal,precision_weighted,0.711111111111111
Human,Metal,precision_weighted,0.7128205128205128
Human,Metal,precision_weighted,0.625
Human,Metal,precision_weighted,0.4444444444444444
Human,Metal,precision_weighted,0.5555555555555556
Human,Metal,precision_weighted,0.6333333333333333
Human,Metal,precision_weighted,0.5555555555555556
Human,Metal,precision_weighted,0.9047619047619047
Human,Metal,precision_weighted,0.9487179487179487
Human,Metal,precision_weighted,0.39999999999999997
Human,Metal,recall_weighted,0.5555555555555556
Human,Metal,recall_weighted,0.6111111111111112
Human,Metal,recall_weighted,0.3333333333333333
Human,Metal,recall_weighted,0.6111111111111112
Human,Metal,recall_weighted,0.6666666666666666
Human,Metal,recall_weighted,0.4444444444444444
Human,Metal,recall_weighted,0.6666666666666666
Human,Metal,recall_weighted,0.7222222222222222
Human,Metal,recall_weighted,0.7777777777777778
Human,Metal,recall_weighted,0.6666666666666666
Human,Metal,recall_weighted,0.6111111111111112
Human,Metal,recall_weighted,0.6666666666666666
Human,Metal,recall_weighted,0.5
Human,Metal,recall_weighted,0.6111111111111112
Human,Metal,recall_weighted,0.5555555555555556
Human,Metal,recall_weighted,0.7222222222222222
Human,Metal,recall_weighted,0.6666666666666666
Human,Metal,recall_weighted,0.6666666666666666
Human,Metal,recall_weighted,0.6666666666666666
Human,Metal,recall_weighted,0.6111111111111112
Human,Metal,recall_weighted,0.7777777777777778
Human,Metal,recall_weighted,0.6666666666666666
Human,Metal,recall_weighted,0.6111111111111112
Human,Metal,recall_weighted,0.7777777777777778
Human,Metal,recall_weighted,0.6666666666666666
Human,Metal,recall_weighted,0.6666666666666666
Human,Metal,recall_weighted,0.7777777777777778
Human,Metal,recall_weighted,0.5555555555555556
Human,Metal,recall_weighted,0.7222222222222222
Human,Metal,recall_weighted,0.6666666666666666
Human,Metal,recall_weighted,0.6666666666666666
Human,Metal,recall_weighted,0.7222222222222222
Human,Metal,recall_weighted,0.7222222222222222
Human,Metal,recall_weighted,0.6666666666666666
Human,Metal,recall_weighted,0.5555555555555556
Human,Metal,recall_weighted,0.4444444444444444
Human,Metal,recall_weighted,0.7222222222222222
Human,Metal,recall_weighted,0.6666666666666666
Human,Metal,recall_weighted,0.7222222222222222
Human,Metal,recall_weighted,0.6666666666666666
Human,Metal,recall_weighted,0.6666666666666666
Human,Metal,recall_weighted,0.7777777777777778
Human,Metal,recall_weighted,0.6666666666666666
Human,Metal,recall_weighted,0.7222222222222222
Human,Metal,recall_weighted,0.7222222222222222
Human,Metal,recall_weighted,0.6666666666666666
Human,Metal,recall_weighted,0.6666666666666666
Human,Metal,recall_weighted,0.6111111111111112
Human,Metal,recall_weighted,0.5555555555555556
Human,Metal,recall_weighted,0.6111111111111112
Human,Metal,recall_weighted,0.8888888888888888
Human,Metal,recall_weighted,0.9444444444444444
Human,Metal,recall_weighted,0.5
Human,Metal,f1_weighted,0.5282051282051283
Human,Metal,f1_weighted,0.5679012345679013
Human,Metal,f1_weighted,0.3506493506493506
Human,Metal,f1_weighted,0.5679012345679013
Human,Metal,f1_weighted,0.6071428571428572
Human,Metal,f1_weighted,0.4444444444444444
Human,Metal,f1_weighted,0.6071428571428572
Human,Metal,f1_weighted,0.6469622331691297
Human,Metal,f1_weighted,0.738095238095238
Human,Metal,f1_weighted,0.5333333333333334
Human,Metal,f1_weighted,0.5057471264367815
Human,Metal,f1_weighted,0.5333333333333334
Human,Metal,f1_weighted,0.44444444444444436
Human,Metal,f1_weighted,0.6012121212121211
Human,Metal,f1_weighted,0.5282051282051283
Human,Metal,f1_weighted,0.6469622331691297
Human,Metal,f1_weighted,0.5333333333333334
Human,Metal,f1_weighted,0.5333333333333334
Human,Metal,f1_weighted,0.5333333333333334
Human,Metal,f1_weighted,0.6176142697881828
Human,Metal,f1_weighted,0.764102564102564
Human,Metal,f1_weighted,0.6666666666666666
Human,Metal,f1_weighted,0.5679012345679013
Human,Metal,f1_weighted,0.764102564102564
Human,Metal,f1_weighted,0.5333333333333334
Human,Metal,f1_weighted,0.5333333333333334
Human,Metal,f1_weighted,0.738095238095238
Human,Metal,f1_weighted,0.5670995670995672
Human,Metal,f1_weighted,0.6469622331691297
Human,Metal,f1_weighted,0.6666666666666666
Human,Metal,f1_weighted,0.5333333333333334
Human,Metal,f1_weighted,0.691358024691358
Human,Metal,f1_weighted,0.6469622331691297
Human,Metal,f1_weighted,0.5333333333333334
Human,Metal,f1_weighted,0.5555555555555556
Human,Metal,f1_weighted,0.4588744588744588
Human,Metal,f1_weighted,0.691358024691358
Human,Metal,f1_weighted,0.5333333333333334
Human,Metal,f1_weighted,0.6469622331691297
Human,Metal,f1_weighted,0.5333333333333334
Human,Metal,f1_weighted,0.6071428571428572
Human,Metal,f1_weighted,0.738095238095238
Human,Metal,f1_weighted,0.6666666666666666
Human,Metal,f1_weighted,0.691358024691358
Human,Metal,f1_weighted,0.7151515151515153
Human,Metal,f1_weighted,0.6071428571428572
Human,Metal,f1_weighted,0.5333333333333334
Human,Metal,f1_weighted,0.5679012345679013
Human,Metal,f1_weighted,0.5666666666666667
Human,Metal,f1_weighted,0.5679012345679013
Human,Metal,f1_weighted,0.882051282051282
Human,Metal,f1_weighted,0.9430303030303031
Human,Metal,f1_weighted,0.44444444444444436
Human,Insulator,precision_weighted,0.4444444444444444
Human,Insulator,precision_weighted,0.6564102564102564
Human,Insulator,precision_weighted,0.6018518518518517
Human,Insulator,precision_weighted,0.7281746031746033
Human,Insulator,precision_weighted,0.5316239316239317
Human,Insulator,precision_weighted,0.5316239316239317
Human,Insulator,precision_weighted,0.7319444444444445
Human,Insulator,precision_weighted,0.837037037037037
Human,Insulator,precision_weighted,0.949074074074074
Human,Insulator,precision_weighted,0.4513888888888889
Human,Insulator,precision_weighted,0.949074074074074
Human,Insulator,precision_weighted,0.4861111111111111
Human,Insulator,precision_weighted,0.5125
Human,Insulator,precision_weighted,0.34375
Human,Insulator,precision_weighted,0.7811965811965812
Human,Insulator,precision_weighted,0.837037037037037
Human,Insulator,precision_weighted,0.40683760683760684
Human,Insulator,precision_weighted,0.4027777777777778
Human,Insulator,precision_weighted,0.4513888888888889
Human,Insulator,precision_weighted,0.8333333333333335
Human,Insulator,precision_weighted,0.949074074074074
Human,Insulator,precision_weighted,0.3333333333333333
Human,Insulator,precision_weighted,0.6222222222222222
Human,Insulator,precision_weighted,0.7777777777777778
Human,Insulator,precision_weighted,0.37345679012345684
Human,Insulator,precision_weighted,0.37345679012345684
Human,Insulator,precision_weighted,0.6666666666666666
Human,Insulator,precision_weighted,0.7777777777777778
Human,Insulator,precision_weighted,0.837037037037037
Human,Insulator,precision_weighted,0.6666666666666666
Human,Insulator,precision_weighted,0.5125
Human,Insulator,precision_weighted,0.37345679012345684
Human,Insulator,precision_weighted,0.5316239316239317
Human,Insulator,precision_weighted,0.802469135802469
Human,Insulator,precision_weighted,0.4444444444444444
Human,Insulator,precision_weighted,0.2820512820512821
Human,Insulator,precision_weighted,0.6527777777777778
Human,Insulator,precision_weighted,0.5375000000000001
Human,Insulator,precision_weighted,0.35947712418300654
Human,Insulator,precision_weighted,0.37345679012345684
Human,Insulator,precision_weighted,0.7281746031746033
Human,Insulator,precision_weighted,0.6564102564102564
Human,Insulator,precision_weighted,0.7319444444444445
Human,Insulator,precision_weighted,0.691358024691358
Human,Insulator,precision_weighted,0.7777777777777778
Human,Insulator,precision_weighted,0.802469135802469
Human,Insulator,precision_weighted,0.4027777777777778
Human,Insulator,precision_weighted,0.6666666666666666
Human,Insulator,precision_weighted,0.37037037037037035
Human,Insulator,precision_weighted,1.0
Human,Insulator,precision_weighted,0.837037037037037
Human,Insulator,precision_weighted,1.0
Human,Insulator,precision_weighted,0.6018518518518517
Human,Insulator,recall_weighted,0.4444444444444444
Human,Insulator,recall_weighted,0.6666666666666666
Human,Insulator,recall_weighted,0.6111111111111112
Human,Insulator,recall_weighted,0.7222222222222222
Human,Insulator,recall_weighted,0.5555555555555556
Human,Insulator,recall_weighted,0.5555555555555556
Human,Insulator,recall_weighted,0.7222222222222222
Human,Insulator,recall_weighted,0.7777777777777778
Human,Insulator,recall_weighted,0.9444444444444444
Human,Insulator,recall_weighted,0.3888888888888889
Human,Insulator,recall_weighted,0.9444444444444444
Human,Insulator,recall_weighted,0.5
Human,Insulator,recall_weighted,0.5
Human,Insulator,recall_weighted,0.5
Human,Insulator,recall_weighted,0.7777777777777778
Human,Insulator,recall_weighted,0.7777777777777778
Human,Insulator,recall_weighted,0.4444444444444444
Human,Insulator,recall_weighted,0.3888888888888889
Human,Insulator,recall_weighted,0.3888888888888889
Human,Insulator,recall_weighted,0.8333333333333334
Human,Insulator,recall_weighted,0.9444444444444444
Human,Insulator,recall_weighted,0.3333333333333333
Human,Insulator,recall_weighted,0.6111111111111112
Human,Insulator,recall_weighted,0.7777777777777778
Human,Insulator,recall_weighted,0.6111111111111112
Human,Insulator,recall_weighted,0.6111111111111112
Human,Insulator,recall_weighted,0.6666666666666666
Human,Insulator,recall_weighted,0.7777777777777778
Human,Insulator,recall_weighted,0.7777777777777778
Human,Insulator,recall_weighted,0.6666666666666666
Human,Insulator,recall_weighted,0.5
Human,Insulator,recall_weighted,0.6111111111111112
Human,Insulator,recall_weighted,0.5555555555555556
Human,Insulator,recall_weighted,0.7777777777777778
Human,Insulator,recall_weighted,0.4444444444444444
Human,Insulator,recall_weighted,0.3333333333333333
Human,Insulator,recall_weighted,0.6111111111111112
Human,Insulator,recall_weighted,0.5
Human,Insulator,recall_weighted,0.5555555555555556
Human,Insulator,recall_weighted,0.6111111111111112
Human,Insulator,recall_weighted,0.7222222222222222
Human,Insulator,recall_weighted,0.6666666666666666
Human,Insulator,recall_weighted,0.7222222222222222
Human,Insulator,recall_weighted,0.6666666666666666
Human,Insulator,recall_weighted,0.7777777777777778
Human,Insulator,recall_weighted,0.7777777777777778
Human,Insulator,recall_weighted,0.3888888888888889
Human,Insulator,recall_weighted,0.6666666666666666
Human,Insulator,recall_weighted,0.3888888888888889
Human,Insulator,recall_weighted,1.0
Human,Insulator,recall_weighted,0.7777777777777778
Human,Insulator,recall_weighted,1.0
Human,Insulator,recall_weighted,0.6111111111111112
Human,Insulator,f1_weighted,0.4444444444444444
Human,Insulator,f1_weighted,0.6527777777777779
Human,Insulator,f1_weighted,0.6046079524340393
Human,Insulator,f1_weighted,0.7010101010101011
Human,Insulator,f1_weighted,0.5370370370370371
Human,Insulator,f1_weighted,0.5370370370370371
Human,Insulator,f1_weighted,0.7248677248677249
Human,Insulator,f1_weighted,0.7504273504273503
Human,Insulator,f1_weighted,0.9435154217762913
Human,Insulator,f1_weighted,0.29691564474173165
Human,Insulator,f1_weighted,0.9435154217762913
Human,Insulator,f1_weighted,0.49163879598662213
Human,Insulator,f1_weighted,0.5047619047619046
Human,Insulator,f1_weighted,0.4074074074074074
Human,Insulator,f1_weighted,0.7685185185185185
Human,Insulator,f1_weighted,0.7504273504273503
Human,Insulator,f1_weighted,0.42129629629629634
Human,Insulator,f1_weighted,0.3947089947089947
Human,Insulator,f1_weighted,0.29691564474173165
Human,Insulator,f1_weighted,0.830546265328874
Human,Insulator,f1_weighted,0.9435154217762913
Human,Insulator,f1_weighted,0.3333333333333333
Human,Insulator,f1_weighted,0.6148148148148148
Human,Insulator,f1_weighted,0.7777777777777778
Human,Insulator,f1_weighted,0.46360153256704983
Human,Insulator,f1_weighted,0.46360153256704983
Human,Insulator,f1_weighted,0.6256410256410256
Human,Insulator,f1_weighted,0.7777777777777778
Human,Insulator,f1_weighted,0.7504273504273503
Human,Insulator,f1_weighted,0.6666666666666666
Human,Insulator,f1_weighted,0.5047619047619046
Human,Insulator,f1_weighted,0.46360153256704983
Human,Insulator,f1_weighted,0.5370370370370371
Human,Insulator,f1_weighted,0.7805555555555554
Human,Insulator,f1_weighted,0.4444444444444444
Human,Insulator,f1_weighted,0.3055555555555555
Human,Insulator,f1_weighted,0.6147230822153422
Human,Insulator,f1_weighted,0.5046439628482973
Human,Insulator,f1_weighted,0.4365079365079365
Human,Insulator,f1_weighted,0.46360153256704983
Human,Insulator,f1_weighted,0.7010101010101011
Human,Insulator,f1_weighted,0.6527777777777779
Human,Insulator,f1_weighted,0.7248677248677249
Human,Insulator,f1_weighted,0.6708333333333335
Human,Insulator,f1_weighted,0.7777777777777778
Human,Insulator,f1_weighted,0.7805555555555554
Human,Insulator,f1_weighted,0.3947089947089947
Human,Insulator,f1_weighted,0.6666666666666666
Human,Insulator,f1_weighted,0.37866963953920474
Human,Insulator,f1_weighted,1.0
Human,Insulator,f1_weighted,0.7504273504273503
Human,Insulator,f1_weighted,1.0
Human,Insulator,f1_weighted,0.6046079524340393
Human,MIT,precision_weighted,0.6046176046176046
Human,MIT,precision_weighted,0.625
Human,MIT,precision_weighted,0.4642857142857143
Human,MIT,precision_weighted,0.5916305916305916
Human,MIT,precision_weighted,0.5916305916305916
Human,MIT,precision_weighted,0.6046176046176046
Human,MIT,precision_weighted,0.6819444444444445
Human,MIT,precision_weighted,0.8214285714285715
Human,MIT,precision_weighted,0.8611111111111112
Human,MIT,precision_weighted,0.6805555555555556
Human,MIT,precision_weighted,0.7200577200577201
Human,MIT,precision_weighted,0.5509259259259259
Human,MIT,precision_weighted,0.49927849927849927
Human,MIT,precision_weighted,0.7200577200577201
Human,MIT,precision_weighted,0.7654320987654322
Human,MIT,precision_weighted,0.8214285714285715
Human,MIT,precision_weighted,0.49743589743589745
Human,MIT,precision_weighted,0.3888888888888889
Human,MIT,precision_weighted,0.6805555555555556
Human,MIT,precision_weighted,0.6666666666666666
Human,MIT,precision_weighted,0.788888888888889
Human,MIT,precision_weighted,0.5555555555555556
Human,MIT,precision_weighted,0.6046176046176046
Human,MIT,precision_weighted,0.8152958152958152
Human,MIT,precision_weighted,0.07716049382716049
Human,MIT,precision_weighted,0.07716049382716049
Human,MIT,precision_weighted,0.6632478632478632
Human,MIT,precision_weighted,0.6222222222222222
Human,MIT,precision_weighted,0.8214285714285715
Human,MIT,precision_weighted,0.7777777777777778
Human,MIT,precision_weighted,0.3888888888888889
Human,MIT,precision_weighted,0.5555555555555556
Human,MIT,precision_weighted,0.6944444444444444
Human,MIT,precision_weighted,0.6543209876543209
Human,MIT,precision_weighted,0.5555555555555556
Human,MIT,precision_weighted,0.5555555555555556
Human,MIT,precision_weighted,0.7777777777777778
Human,MIT,precision_weighted,0.575
Human,MIT,precision_weighted,0.4305555555555556
Human,MIT,precision_weighted,0.07716049382716049
Human,MIT,precision_weighted,0.6944444444444444
Human,MIT,precision_weighted,0.8484848484848485
Human,MIT,precision_weighted,0.7063492063492063
Human,MIT,precision_weighted,0.6342592592592592
Human,MIT,precision_weighted,0.7407407407407408
Human,MIT,precision_weighted,0.7099567099567099
Human,MIT,precision_weighted,0.5069444444444444
Human,MIT,precision_weighted,0.6819444444444445
Human,MIT,precision_weighted,0.6805555555555556
Human,MIT,precision_weighted,0.6819444444444445
Human,MIT,precision_weighted,0.8484848484848485
Human,MIT,precision_weighted,0.9537037037037037
Human,MIT,precision_weighted,0.5432098765432098
Human,MIT,recall_weighted,0.5555555555555556
Human,MIT,recall_weighted,0.5
Human,MIT,recall_weighted,0.5
Human,MIT,recall_weighted,0.4444444444444444
Human,MIT,recall_weighted,0.4444444444444444
Human,MIT,recall_weighted,0.5555555555555556
Human,MIT,recall_weighted,0.6111111111111112
Human,MIT,recall_weighted,0.5
Human,MIT,recall_weighted,0.7222222222222222
Human,MIT,recall_weighted,0.7222222222222222
Human,MIT,recall_weighted,0.5555555555555556
Human,MIT,recall_weighted,0.3888888888888889
Human,MIT,recall_weighted,0.4444444444444444
Human,MIT,recall_weighted,0.5555555555555556
Human,MIT,recall_weighted,0.6666666666666666
Human,MIT,recall_weighted,0.5
Human,MIT,recall_weighted,0.3333333333333333
Human,MIT,recall_weighted,0.2777777777777778
Human,MIT,recall_weighted,0.7222222222222222
Human,MIT,recall_weighted,0.6666666666666666
Human,MIT,recall_weighted,0.7222222222222222
Human,MIT,recall_weighted,0.5555555555555556
Human,MIT,recall_weighted,0.5555555555555556
Human,MIT,recall_weighted,0.7777777777777778
Human,MIT,recall_weighted,0.2777777777777778
Human,MIT,recall_weighted,0.2777777777777778
