model_type,positive_class,metric_name,raw_metric
Human,MIT,recall_weighted,0.4444444444444444
Human,MIT,recall_weighted,0.6666666666666666
Human,MIT,recall_weighted,0.5
Human,MIT,recall_weighted,0.7777777777777778
Human,MIT,recall_weighted,0.2777777777777778
Human,MIT,recall_weighted,0.3333333333333333
Human,MIT,recall_weighted,0.5
Human,MIT,recall_weighted,0.5555555555555556
Human,MIT,recall_weighted,0.5555555555555556
Human,MIT,recall_weighted,0.5555555555555556
Human,MIT,recall_weighted,0.7777777777777778
Human,MIT,recall_weighted,0.5
Human,MIT,recall_weighted,0.2777777777777778
Human,MIT,recall_weighted,0.2777777777777778
Human,MIT,recall_weighted,0.5
Human,MIT,recall_weighted,0.6666666666666666
Human,MIT,recall_weighted,0.7222222222222222
Human,MIT,recall_weighted,0.6111111111111112
Human,MIT,recall_weighted,0.7222222222222222
Human,MIT,recall_weighted,0.6666666666666666
Human,MIT,recall_weighted,0.3888888888888889
Human,MIT,recall_weighted,0.6111111111111112
Human,MIT,recall_weighted,0.7222222222222222
Human,MIT,recall_weighted,0.6111111111111112
Human,MIT,recall_weighted,0.6666666666666666
Human,MIT,recall_weighted,0.9444444444444444
Human,MIT,recall_weighted,0.4444444444444444
Human,MIT,f1_weighted,0.5740740740740741
Human,MIT,f1_weighted,0.5238095238095237
Human,MIT,f1_weighted,0.48148148148148145
Human,MIT,f1_weighted,0.4652777777777778
Human,MIT,f1_weighted,0.4652777777777778
Human,MIT,f1_weighted,0.5740740740740741
Human,MIT,f1_weighted,0.6306205871423263
Human,MIT,f1_weighted,0.48606811145510836
Human,MIT,f1_weighted,0.7354497354497354
Human,MIT,f1_weighted,0.6770662287903667
Human,MIT,f1_weighted,0.5722222222222223
Human,MIT,f1_weighted,0.40213278293773647
Human,MIT,f1_weighted,0.46759259259259267
Human,MIT,f1_weighted,0.5722222222222223
Human,MIT,f1_weighted,0.6839826839826841
Human,MIT,f1_weighted,0.48606811145510836
Human,MIT,f1_weighted,0.33333333333333337
Human,MIT,f1_weighted,0.3121693121693122
Human,MIT,f1_weighted,0.6770662287903667
Human,MIT,f1_weighted,0.6666666666666666
Human,MIT,f1_weighted,0.7361575622445187
Human,MIT,f1_weighted,0.5555555555555556
Human,MIT,f1_weighted,0.5740740740740741
Human,MIT,f1_weighted,0.7870370370370369
Human,MIT,f1_weighted,0.1207729468599034
Human,MIT,f1_weighted,0.1207729468599034
Human,MIT,f1_weighted,0.4444444444444444
Human,MIT,f1_weighted,0.6369047619047618
Human,MIT,f1_weighted,0.48606811145510836
Human,MIT,f1_weighted,0.7777777777777778
Human,MIT,f1_weighted,0.3121693121693122
Human,MIT,f1_weighted,0.2916666666666667
Human,MIT,f1_weighted,0.5108359133126935
Human,MIT,f1_weighted,0.5786435786435786
Human,MIT,f1_weighted,0.5555555555555556
Human,MIT,f1_weighted,0.5555555555555556
Human,MIT,f1_weighted,0.7777777777777778
Human,MIT,f1_weighted,0.5250836120401338
Human,MIT,f1_weighted,0.20211640211640214
Human,MIT,f1_weighted,0.1207729468599034
Human,MIT,f1_weighted,0.5108359133126935
Human,MIT,f1_weighted,0.6791666666666667
Human,MIT,f1_weighted,0.7119341563786007
Human,MIT,f1_weighted,0.6210101010101009
Human,MIT,f1_weighted,0.7292929292929293
Human,MIT,f1_weighted,0.6805555555555557
Human,MIT,f1_weighted,0.41798941798941797
Human,MIT,f1_weighted,0.6306205871423263
Human,MIT,f1_weighted,0.6770662287903667
Human,MIT,f1_weighted,0.6306205871423263
Human,MIT,f1_weighted,0.6791666666666667
Human,MIT,f1_weighted,0.9458585858585857
Human,MIT,f1_weighted,0.47330447330447334
